,categories,headers,contents
0,weather,"Severe Thunderstorms, Including Tornadoes, to Hit Plains, Midwest, South Into the Weekend","Parts of the Plains, Midwest and South will see more waves of severe storms into the weekend. Large hail, damaging winds and tornadoes are possible. Flash flooding will also be a threat because of heavy rainfall. Severe thunderstorms and heavy rain will hit parts of the Plains, Midwest and South..."
1,weather,"Oh good, hurricanes are getting so strong that we need a Category 6","Here’s a sign of where we’re at with the whole climate change thing: Scientists are calling for a new categorization in order to accurately describe just how powerful and destructive hurricanes are becoming. According to a report from USA Today, scientists are playing around with the possibility of introducing a new level to the Saffir-Simpson Hurricane Wind Scale, which is the system we currently use to rate hurricanes on a scale of one through five."
2,weather,First Alert Weather: CBS2's 5/2 Monday forecast,"Forecast: Expect leftover rain/drizzle this morning, then another round of iso'd showers this afternoon. Outside of that, it will be mainly cloudy with highs in the upper 50s... about 10 degrees cooler than yesterday. Some clouds linger tonight, but it should remain dry for the most part with temps falling into the low 50s and 40s. As for tomorrow, it will be partly sunny to mostly cloudy with highs in the low to mid 60s.Looking Ahead: Showers are back in the mix tomorrow night into at least Wednesday morning with highs in the 60s that day.As for Thursday, it's looking like the pick of the week with a mix of sun and clouds and highs around 70.
"
3,weather,‘We are living in hell’: Pakistan and India suffer extreme spring heatwaves,April temperatures at unprecedented levels have led to critical water and electricity shortages
4,weather,Early-May snow makes spring look like 'middle of winter' in Nebraska,"Portions of interstates were shut down and numerous traffic accidents were reported amid a blast of winter weather on the second day of May in the Nebraskan Panhandle. It can certainly snow in May, something that residents of parts of western Nebraska learned Monday morning as a heavy dose of fresh powder closed highways and led to several accidents."
5,weather,What do tornadoes look like on the inside?,"

Curious Kids is a series for children of all ages. If you have a question you’d like an expert to answer, send it to curiouskidsus@theconversation.com.




What do tornadoes look like on the inside? – Madison, age 7, Noblesville, Indiana




Scientists really don’t know the answer to this question. There are no visual observations from inside of a tornado, because these storms create very violent and dangerous conditions on the ground. 

If we placed cameras in the path of a tornado, they would either be damaged by the strong winds and swirling debris, or become so caked with mud and water that they..."
6,weather,'Absolutely insane:' Severe storms expected in central US; tornadoes touch down in Oklahoma,"Severe weather season is in full swing across the central and southern U.S. this week. Kansas, Oklahoma could see tornadoes, large hail."
7,weather,"Punishing heat wave in India reaches 115 degrees, part of a 'hotter and more dangerous world'","A punishing month-long heatwave across Asia is pushing temperatures in India and Pakistan above 110 degrees, with some areas hitting as high as 115 degrees. The temperatures are putting millions of people at health risk and causing energy shortages, damaging crops and sparking wildfires. On Friday the Forest Service of India listed 277 large ongoing fire events in the country."
8,weather,India's record-setting heat wave in pictures,"Last month was the third-hottest April the country has seen over the past 122 years, from 1901 to 2022, according to government officials, and March was the hottest ever recorded. The heat wave is particularly notable for its early onset and the large geographic region affected. While climate change is..."
9,weather,Severe Thunderstorms Forecasted for Southern Plains and Mississippi River Valley,"Severe thunderstorms are expected once again over the Great Plains and the Mississippi Valley this week, according to US weather authorities. Flooding due to heavy rain and other weather hazards is likely during the severe weather in the coming hours and days. The latest US government weather forecast comes as..."
10,weather,"Rare tornado touches down in Puerto Rico, jolts residents","Severe weather erupted across the island on Sunday, causing damage and prompting weather officials to give the twister -- the first to hit Puerto Rico in about three years -- an EF1 rating. Residents in northern Puerto Rico witnessed a rare tornado sweep across the city of Arecibo on Sunday..."
11,weather,New Zealand's Mount Ruapehu shows increased volcanic activity,"May 2 (UPI) -- The temperature at New Zealand's crater lake Te Wai a-moe has risen about 35 degrees Fahrenheit over the past three days, highlighting continued unrest on Mount Ruapehu and concerning experts about its ongoing volcanic tremors, experts said Monday. Geoff Kilgour said Mount Ruapehu has shown its..."
12,weather,Extreme Heat in India Approaches 50C Threatening Livelihood and Crops,"Heatwave deaths are being feared in India as the country enters into a climate disaster of blistering heat. As temperatures rise to 50C, an 'unbearable' heat threatens crops and livelihood in the South Asian country, according to The Independent. Since the year started, India has been bracing itself for higher temperatures and more blistering weather day after day as climate change intensifies."
13,weather,Soaking storm could put a damper on Mother's Day weekend in Northeast,"A train of storms that is crossing the country this week will bring an unsettled stretch of weather to the Northeast, and AccuWeather meteorologists say the caboose of the storm train will end up putting a significant damper on at least part of Mother’s Day weekend in the region."
14,weather,Sea Level Rise to Affect New Zealand Sooner than Expected,"According to a new study published on Monday, sea levels are rising twice as quickly as previously predicted in areas of New Zealand, putting the country's two major cities at risk decades sooner than planned. Government-Backed Data. Government-backed data collected along the country's coastline showed that certain regions are already..."
15,weather,"Climate Change, According to Experts, Might Spark the Next Significant Pandemic","Scientists predict that if the earth's climate continues to warm, wildlife will be forced to relocate their territories, most likely to locations with dense human populations, significantly increasing the risk of a viral leap to humans, which could lead to the next pandemic. An interdisciplinary study team led by academics..."
16,weather,Severe storms for the Central US as fire relief approaches for the Southwest,Another day of severe storms for the Central US as the Southwest finally sees slight relief from the fire weather. CNN meteorologist Pedram Javaheri has the forecast. 
