,categories,headers,contents
0,business,These U.S. companies are still doing business in Russia,"The Starbucks logo and McDonald's Golden Arches are being dismantled in Russia as the coffee and fast-food chains both withdraw from the country over the war in Ukraine. But Russians are still getting their fill of American fare like burgers and pizza, as Hard Rock Cafe and Sbarro are among the more than two dozen U.S. corporations that continue to do business as usual in Russia."
1,business,"In a faceoff with Elon Musk, the SEC blinked","WASHINGTON, May 24 (Reuters) - U.S. securities regulators have pulled their punches in dealings with Elon Musk largely because an April 2019 court hearing on a statement he made about Tesla on Twitter didn't go their way, according to four sources with knowledge of the matter. The U.S. Securities and..."
2,business,"Nancy Pelosi: ‘So much is being done’ by Biden on inflation, must ‘make sure public sentiment understands’","Speaker of the House Nancy Pelosi discussed inflation and gas prices on MSNBC's ""Morning Joe"" Tuesday, claiming, ""So much is being done by this president, we have to make sure that public sentiment understands that."" The House Speaker was asked about President Biden's plummeting approval rating and an NBC Poll..."
3,business,Jeep maker Stellantis to build $2.5 billion EV battery plant in Indiana,"Automaker Stellantis plans to invest more than $2.5 billion in partnership with Samsung SDI to build the automaker's first U.S. electric vehicle battery manufacturing facility. The companies on Tuesday announced the new plant will be located in Kokomo, Indiana, where Stellantis already has a supplier base. The new facility is..."
4,business,Ford to pay U.S. states $19.2 mln over false advertising claims,"WASHINGTON, May 24 (Reuters) - Ford Motor Co (F.N) will pay $19.2 million to resolve allegations it falsely advertised real-world fuel economy and payload capacity for some hybrids and pickup trucks, the Iowa Attorney General's Office said on Tuesday. The multi-state settlement covers 2013–2014 C-Max hybrids and 2011–2014 Super Duty..."
5,business,Snap! Elon Musk has another Twitter excuse,"NEW YORK, May 24 (Reuters Breakingviews) - Snap (SNAP.N) could be Twitter’s (TWTR.N) raven. The disappearing-message app abruptly slashed its second-quarter forecasts, sending its shares spiraling some 40%. That’s an ominous sign for Twitter. Elon Musk has an additional reason to bail on buying the social media network."
6,business,Amazon looking to reduce warehouse space in N.J.,"Amazon, which is looking to sublet at least 10 million square feet of space nationally, will sublet some space in New Jersey, an Amazon spokesperson said. The company is looking to reduce its square footage now that a surge of pandemic-driven online shopping appears to be over, according to a story that first appeared in Bloomberg."
7,business,Inflation may be a lot lower than anyone thinks — even the Fed,"U.S. inflation in April plunged to an annualized rate of 4.1% — less than half of where it stood in the prior month. This will no doubt come as a surprise for those of you who focus only on the financial headlines. They informed us that the Consumer Price Index dipped slightly in April, to 8.3% from 8.5%. This modest decline was less than what Wall Street had been expecting, and on the day it was reported the S&P 500."
8,business,Larry Summers' new inflation target,"Former U.S. Treasury Secretary Larry Summers has found a new target for his war on inflation: President Biden's ""hipster"" antitrust policies. Why it matters: National gas prices reached another record high Monday and inflation hit 8.3% last month. Top administration officials are super-sensitive to criticism from Summers, a former Harvard president who served in senior economic roles in the last two Democratic administrations."
9,business,"Biden slammed for gas prices, inflation comment: 'Saying quiet part out loud'","President Biden is ""out-of-touch"" with the struggles of the American people, Rep. Mike Gallagher, R-Wis., argued on ""The Faulkner Focus"" Tuesday. The Wisconsin representative slammed Biden for ""disastrous"" energy policies which have contributed to rising inflation. On Monday, Biden appeared at a press conference following a visit to South Korea..."
10,business,"Mercedes CEO Says Board ""Must've Been Drunk"" When It Approved The AMG One","As the automotive world becomes more serious about cutting out greenhouse emissions, it is also seeing a massive battle play out between supercar manufacturers to see who can build the most powerful, fastest, and most insane cars as a send-off to the combustion engine. Some attempt to achieve this through brute force, while others use technology. Mercedes-AMG has decided to use both, but as it turns out, building a hypercar with the heart of an F1 car isn't all that easy. The Mercedes-AMG One is the German Manufacturer's most daring undertaking ever, and as the car gets ready for its reveal date, Mercedes-AMG has revealed its misgivings about the project."
11,business,"Biden's credibility on inflation, gas, economy is melting like an ice cube in the summer sun","America isn’t doing so well right now. If you have a baby, travel or eat, you may have noticed. America’s small businesses have noticed, the Wall Street Journal reported this week that ""fifty-seven percent of small-business owners expect economic conditions in the U.S. to worsen in the next year"" matching an all-time low recorded in pandemic dominated April 2020. Nonetheless, Biden and his acolytes evidently have not noticed – either that, or they just don’t particularly care about the misery their wrongheaded policies are inflicting on the American people."
12,business,"Samsung is investing $356 billion in chips, biotech and AI","Many folks mainly associate Samsung with smartphones and TVs, but the company is looking at other parts of its business for long-term growth potential. In the five years to 2026, it will plow 450 trillion won ($356 billion) into strategic areas, with a focus on things like semiconductors, biotechnology and artificial intelligence."
13,business,"Activision Blizzard workers vote to unionize, a first for a large U.S. video game company","Video game workers at a division of game publisher Activision Blizzard are waiting to find out if they've formed the first labor union at a large U.S. video game company. A count of ballots on Monday will reveal the results of an election affecting a small group of Wisconsin-based quality assurance testers at Activision Blizzard's Raven Software, which develops the popular Call of Duty game franchise."
14,business,Stellantis and Samsung Pick Indiana for First Joint Battery Plant in the U.S.,"Stellantis and Samsung SDI have chosen Kokomo, Indiana, to build a second lithium-ion battery cell and module plant with 1,400 new employees in North America to support plans for a growing portfolio of electric vehicles. The $2.5 billion plant will have an initial capacity of 23 gigawatt hours when it begins production in 2025, and is designed to expand to 33 gigawatt hours in the next few years, bringing the investment level to $3.1 billion. Construction will begin later this year."
15,business,Mark Zuckerberg Could Pay for 2016 Election Scandal Personally,"Mark Zuckerberg could be the one to pay for the past sins of Facebook. After Donald Trump's U.S. Presidential election victory in 2016, Facebook was accused of letting Cambridge Analytica, a company specializing in strategic communications, use the data of nearly 50 million users to influence voters in favor of the Republican candidate."
16,business,Ford CEO Admits Tesla’s Giga Texas Increased F-150 Lightning production From 20K To 150K A Year,"At his latest appearance on Jay Leno's Garage, Ford CEO Jim Farley admitted he convinced his colleagues to increase F-150 Lightning production from 20,000 to 150,000 vehicles a year by pointing to Tesla's production plans at Giga Texas. Tesla’s mission statement is “to accelerate the world's transition to sustainable energy.”..."
17,business,"At Davos, Manchin offers insight into inflation, climate deal","Sen. Joe Manchin continues to envision legislation advancing this year to tackle inflation, drug pricing and climate change — but with an emphasis on fossil fuels. In remarks yesterday at the World Economic Forum’s annual meeting in Davos, Switzerland, the West Virginia Democrat said there is “a responsibility and opportunity that we can do something.”"
18,business,"Lawyer's $2,465 hourly rate draws objection in J&J talc bankruptcy case","(Reuters) - The United States is objecting to a Johnson & Johnson subsidiary’s bid to add Hogan Lovells partner Neal Katyal to its legal team in a high-stakes bankruptcy case, citing his hourly rate of $2,465 — a possible new legal industry high. Johnson & Johnson is using..."
