,category,header,content
0,sports,The Challenge All Stars 3 Player Preview: Jemmye Carroll,"I’ve been writing about Liverpool FC a lot in recent times, and not just out of a contractual obligation for my publishers at Sports Unillustrated. My Editor indulges my wanton and flagrant misuse of our… Let’s break down the 5 top reasons why the Lakers became… Game Summary The Yankees offense wasted no time as MLB home run leader Anthony Rizzo…"
1,sports,The Challenge All Stars 3 Player Preview: Syrus Yarbrough,"Baseball season, baseball games, and baseball practices can be hot, long, and boring. Unless you had Steve Jardine as a coach. I wrote a piece for The Memoirist praising “Five Much-Appreciated Teachers” for Teacher Appreciation Week (May 2–6). But, wait, coaches are teachers, too, so I wanted to give thanks…"
2,sports,Patrick Mahomes will be the first NFL billionaire,"Patrick Mahomes will be the first NFL billionaire $503 million in NFL money and several 3x business moves. Patrick Mahomes’ 4 Best Investments The Kansas City Chiefs pay Mahomes well. He’s on a 10-year contract for a whopping $503,000,000. It’s the richest contract in sports history.

Mahomes makes over $22M/year from…"
3,sports,"Every Season of The Challenge, Ranked: #13 — Champs vs. Stars 2","Location: Los Angeles Host: Mike Mizanin Aired: 2018 Champions: CT and Tony Overall Thoughts: The third incarnation in the Champs vs. series was by far the best one. For the first time in the series, the Champs and Stars were placed on the same team, which resulted in a way more interesting political game than the first two seasons. This season just…"
4,sports,Marshawn Lynch on his way to $100 Million — NFL Star,"Marshawn Lynch is on his way to $100 million. $56,000,000 in contracts, and he just bought an NHL team. Marshawn’s 4 Best Investments (and unique money moves) Lynch got paid well throughout his career. He earned over $56,000,000 from NFL contracts with the: Bills Raiders Seahawks He earned the nickname… Dirty… 2) NY Rangers defeat 3)…"
5,sports,"Dear Friend, Swing for the Fences","Baseball mirrors life. Life doesn’t happen just on Sundays or every couple of days. It happens every day. —  Dear friend, You may have heard of everyday sayings like “it came out of left field,” “step up to the plate,” or “a ballpark figure.” All of those came from baseball. I love baseball because it mirrors life. Life doesn’t happen just on Sundays or every couple of days. It… For all the flack Jimmy Butler gets, he sure shows up in the playoffs. Butler averaged 30 points a game in this series which is 15 points more than the next player in Miami. Butler averaged 2.8…"
6,sports,Watching Golf on TV was a Horrific Bore Until Jason Day Took a Swing and I Caught a Glimpse of His Money Maker,"Can we get a golf clap for the pooper? —  When I met my husband, I knew he was a golf lover. This was usually a deal-breaker for me because I viewed golf as the most boring sport on the planet, but I was willing to overlook it because he was a 10 otherwise. I spent years taking naps or… Round 3: №88 Jalen Tolbert, WR (South Alabama) Round 4: №129 Jake Ferguson, TE (Wisconsin) Round 5: №155 (from Browns) Matt Waletzko, OT (North Dakota)"
7,sports,"Steph Curry — NBA Champion, & Champion Businessman (Billionaire soon?)",Steph Curry is nearing billionaire status He earns over $90M a year and is building an empire off the court. Curry’s 5 best investments (and why Nike passed on him) Steph makes a lot from the Warriors. … ― Albert Einstein Yesterday in England saw the final of the World Snooker Championship 2022 between Ronnie O’Sullivan and Judd Trump. The tournament lasted for 17 days but already had weeks of preliminary stages to qualify for if you were not already a top 16…
8,sports,The Best Rangers playoff preview on the internet,"It’s been five long years since I was sitting in the third row of section 208 in Madison Square Garden as the New York Rangers shook hands with the victorious Ottawa Senators in game six of the Eastern Conference semi-finals. I vividly remember being the last person in my section… He reached the crease, released the ball,
it thundered down the pitch.
The batsman raised his bat and gave
a slightly nervous twitch."
9,sports,The Challenge All Stars 3 Player Preview: Brad Fiorenza,"It’s a good day to introduce our new side-project “End7ess Soul Sports”. For more than two decades, I have run a website dedicated exclusively to soulwindsurf (I came up with this term as recognition of more profound experiences of the “zone,” so often present in this beautiful sport). Of course… So, yesterday Monday, I was 17–13–1 overall… However, every time I tried to start a running practice, I failed. It looks so easy when others do. My experience with running, on the other hand, has been that it is painful, tiring, and boring."
10,sports,Villarreal 2 Liverpool 3,"Luis Diaz illuminates El Madrigal as the Reds march on to the city of lights. I’ve been writing about Liverpool FC a lot in recent times, and not just out of a contractual obligation for my publishers at Sports Unillustrated. My Editor indulges my wanton and flagrant misuse of our…"
11,sports,Coach Inspired Me Despite My Three-Error Night,"Made things fun, and consulted me during a low moment —  Baseball season, baseball games, and baseball practices can be hot, long, and boring. Unless you had Steve Jardine as a coach. I wrote a piece for The Memoirist praising “Five Much-Appreciated Teachers” for Teacher Appreciation Week (May 2–6). But, wait, coaches are teachers, too, so I wanted to give thanks…"
12,sports,2022 NFL Draft Winners,"What Happened in Vegas, Went into Bettors’ Pockets There was a great energy in Las Vegas as the NFL Draft (and the surrounding festivities) took center stage the last weekend of April. There were many bets placed in the books. …"
13,sports,The Challenge All Stars 3 Player Preview: Tina Barta,"Last season, Tina Barta returned to the Challenge on All Stars 2 and stole the show in the first few episodes with her charisma and flair…"
14,sports,Ronnie O’Sullivan tied Stephen Hendry at the World Snooker Championships,"In the World Snooker Championship final, Englishman Ronnie O’Sullivan overcame compatriot Judd Trump 18–13 to win the 7th trophy of his career. Ronnie O’Sullivan, 46, tied Scottish Stephen Hendry for the most titles won in Sheffield, the last and most crucial record he lacked. O’Sullivan became the all-time oldest world…"
15,sports,What’s Trans Got to Do With Golf? Let Luc Play.,"Let’s leave kids out of adult nastiness —  Luc Esquivel loves playing golf! That’s kind of amazing considering when he was born, he had to be emergency-airlifted to a children’s hospital to correct a heart defect. His survival was already in serious question, then the procedure caused a bad brain bleed. …"
16,sports,Chiefs Crushed the Draft,"Kansas got a ton of value —  Well, that draft went better than expected. Even the most cynical Chief's fan can’t really have any real arguments about the haul of talent that the team stocked up on. The Tyreek Hill trade was a bitter pill to swallow for the Chief’s Kingdom. It’s not possible to replace “The…"
17,sports,Success and Failure,"The Crucible, Sheffield. 2022 and Beyond. —  “Failure is success in progress” ― Albert Einstein Yesterday in England saw the final of the World Snooker Championship 2022 between Ronnie O’Sullivan and Judd Trump. The tournament lasted for 17 days but already had weeks of preliminary stages to qualify for if you were not already a top 16…"
18,sports,One-Sided Teams: Conclusions Before Lights Out in Miami,"In a Sport with Two-Man Teams, We Are Noticing a Trend of Many Results Achieved Thanks to a Single Driver. —  After the Emilia Romagna Grand Prix, we saw a couple of things that are getting usual for us in the season already. …"
19,sports,End7ess SoulSports,"It’s a good day to introduce our new side-project “End7ess Soul Sports”. For more than two decades, I have run a website dedicated exclusively to soulwindsurf (I came up with this term as recognition of more profound experiences of the “zone,” so often present in this beautiful sport). Of course…"
20,sports,SPORTS ID — CREATING A LEGACY OF GROWTH & OPPORTUNITIES,"How OLYMPIA decentralized sports ID unifies grassroots sports and why its legacy will be of growth and endless opportunities for the entire industry. —  Sports is often considered as the ultimate unifyer “transcending geographic borders, rising above partisan politics and enabling multiple audiences (and generations) to find alignment”. However it is clear that its industry has and continues to suffer from massive amounts of fragmentation. Sports didn’t achieve to do for itself what it…"
21,sports,Reliving Some of Baseball Legend Yogi Berra’s Greatest Stories,"Some of the funniest moments in MLB history were contributed by the long-time New York Yankees’ catcher —  Although Yogi Berra was one of the greatest influences in baseball history as a catcher and manager, he also left an incredibly indelible mark with his mouth. During the more than 150-year history of the professional game there is arguably nobody who contributed more memorable soundbites than the New York…"
22,sports,NBA MVPs who collapsed in the playoffs,"MVP is an award that gives a player validation that they are now the “king” of the NBA. However, now is when the real test begins when they enter the playoffs. How far can the MVP of the league carry his team and validate the award? I want to discuss…"
23,sports,Sweatcoin 老牌走路賺錢APP｜長時間走路挖礦｜不同於STEPN的Move to Earn,早在近期很火紅的 STEPN 之前，2016年時早就有 move to earn 的始祖 Sweatcoin，只是當時區塊鏈與虛擬貨幣經濟模型尚未崛起，Sweatcoin 還比較像是「點數」的概念。 但近期 Sweatcoin 公佈他們在 2022 年夏天（詳細時間尚未公告）將發行自家加密貨幣（$SWEAT），並將以 1：1（Sweatcoin：SW …
24,sports,"Every Season of The Challenge, Ranked: #14— The Gauntlet 2","Location: Trinidad and Tobago Host: TJ Lavin Aired: 2005–06 Champions: The Rookies (Alton, Landon, MJ, Jamie, Randy, Kina, Jodi, Susie and Ibis) Overall Thoughts: This season has always felt like a passing of the torch. …"
25,sports,Why Skip Bayless’s worst nightmare might become a reality once again,"Skip Bayless is one of the most stubborn yet entertaining media personalities in sports. Once Bayless gets a hold of a narrative, he won’t let it go. He’s been keeping the same narrative about players he doesn’t like for years, even with new information. Whether it is Baker Mayfield, Tim…"
26,sports,2022 NFL Draft Grades: NFC East,"Dallas Cowboys Round 1: №24 Tyler Smith, OT (Tulsa) Round 2: №56 Sam Williams, DE (Ole Miss) Round 3: №88 Jalen Tolbert, WR (South Alabama) Round 4: №129 Jake Ferguson, TE (Wisconsin) Round 5: №155 (from Browns) Matt Waletzko, OT (North Dakota) Round 5: №167 Daron Bland, CB (Fresno State) Round 5…"
27,sports,Transitioning To Life After Sports,"Many people can agree that far too often there is too much emphasis put on sports and not enough on education. Most often, no matter how skilled a student-athlete is, their time on the court or field comes to an end. When that happens it is imperative that young people…"
28,sports,What Happened to Summer Break,"Gone are the days of sleeping in —  On the way to school today, I realized that this is the last full week of school for my kids. They will have finals next week, which means it will be a crazy schedule filled with early dismissals. School will then be out, but we will not be able to…"
