,category,header,content
0,science,"Aged Care, Nursing Homes, and the Covid-19 Pandemic","What we know about Covid-19 death rates in elderly people —  This article is based on an excellent review my colleague Prof. Andrew Levin and team published in the European Journal of Epidemiology, looking at the impact of aged care facilities and the pandemic. One of the biggest findings throughout the pandemic has centred around the age-related risk of Covid-19. In… What is “We all Grow Together”?"
1,science,Which Ball Falls To The Ground First?,"A Physics Question —  Two cannonballs, both perfectly spherical and made of the same material, are dropped out of an airplane. When dropped, their bottom edges are at the same height. One cannonball has twice the diameter of the other. Which will hit the ground first? Give this problem a try before jumping in… The seminal study Despite research showing that socially responsible firms deliver superior financial performance, corporate social responsibility is often viewed by managers merely as a tool…"
2,science,"Loudspeakers, the secrets of distortion","This article is about the challenges of collecting all the data needed to determine the actual performance of a driver through measurements, and how we developed an alternative method that quickly gives far more information than has previously been possible to review. Way back in 1978, when the cobalt prices… Eu fui aquela criança que não dava um segundo de paz para as pessoas sempre questionando sobre tudo, sabe? Então naturalmente logo comecei a fantasiar sobre…"
3,science,Understanding the Irrationality of the Number e,"And a thorough guide to proving it —  When I first heard of this fact, I was studying mathematics at University and I was immediately intrigued by it. Let me explain why. Some mathematical facts, usually called theorems, are obvious. For example, the fact that the number 2 is the only even prime number is obvious if you… At any given time, an estimated 265 million people are affected by…"
4,science,There’s Hope,"By Dave Wegner “There’s Hope.” Two words spoken on a bright March morning in Forgotten Canyon, steps from the receding waters of Lake Powell. “There’s hope,” an expression of exhilaration and gratitude at the sight of a native cottonwood tree growing in the emerging sediments. Growing in an area that… Mark Sargent (flat Earth proponent) - Wikipedia
Mark K. Sargent (born 1968/1969) is an American conspiracy theorist, who is one of the leading proponents of, and…en.wikipedia.org"
5,science,NASA’s New AI Will Terrify Putin,"Hypersonic missiles designed by AI. —  Unless you have been living under a rock you will have noticed international relations have not been so peachy recently. Particularly with Russia, as they continue to use brutal and criminal acts in Ukraine, despite universal outcry. One of the most shocking revelations of the war in Ukraine has been… If you want a good design, you must take a strategic approach where…"
6,science,Deflating the Miracle of Mathematics,"The hierarchy of abstractions and the usefulness of fictions and games —  In a video interview, Paul Davies, the theoretical physicist expressed the standard scientific bafflement about the relation between mathematics and natural reality. What we see in our daily life, he said, is so complex that we might have assumed we could never make sense of it all. But beneath that… The Forgotten Origins series now moves on from the Carboniferous into the end of the Paleozoic Era."
7,science,Can Amazon’s Project Kuiper Compete With Starlink?,"The billionaire space race is hotting up. —  Starlink is damn impressive. Thousands of satellites orbiting just beyond our atmosphere, beaming down high-speed internet across the entire world, for a relatively affordable price. Musk really has made the internet of the future and it is set to fund his Mars-bound ambitions. But, Jeff Bezos has been watching and… Introduction AlphaFold 2, the AI-based program developed by Google’s…"
8,science,UAP — THE CLASSIFIED BRIEFINGS,"There’s been much speculation regarding why Congress, after decades of silence, had decided to introduce legislation into the National Defense Authorization Act (NDAA) to address unidentified aerial phenomenon (UAP), and now we may know. —  In numerous interviews, Lue Elizondo has discussed the high definition videos and associated sensor data that were analyzed by the Advanced Aerospace Threat Identification Program (AATIP) that exhibit the five observables. There has always been speculation that congressional committees had seen high-resolution videos of UAP, yet never substantiated until now."
9,science,Demystifying Food Tech one Bite of Cacao-Free Chocolate at a Time,"Food technology, when you stop to think about it, seems to be quite the oxymoron. (Maybe even more so than jumbo shrimp.) Food, something so deeply tied to human culture and tradition, is almost inarguably antithetical to technology as we often perceive it. And when we put those ideas together… The asteroid was first discovered in 2008 The last time an asteroid passed Earth in close proximity (by space standards) was in January of this year. At…"
10,science,Demystifying Food Tech one Bite of Cacao-Free Chocolate at a Time,"Food technology, when you stop to think about it, seems to be quite the oxymoron. (Maybe even more so than jumbo shrimp.) Food, something so deeply tied to human culture and tradition, is almost inarguably antithetical to technology as we often perceive it. And when we put those ideas together… The asteroid was first discovered in 2008 The last time an asteroid passed Earth in close proximity (by space standards) was in January of this year. At…"
11,science,UAP — THE CLASSIFIED BRIEFINGS,"There’s been much speculation regarding why Congress, after decades of silence, had decided to introduce legislation into the National Defense Authorization Act (NDAA) to address unidentified aerial phenomenon (UAP), and now we may know. —  In numerous interviews, Lue Elizondo has discussed the high definition videos and associated sensor data that were analyzed by the Advanced Aerospace Threat Identification Program (AATIP) that exhibit the five observables. There has always been speculation that congressional committees had seen high-resolution videos of UAP, yet never substantiated until now."
12,science,What no one tells you about getting a Ph.D,"So you’re going back to school, congratulations! I remember when I received my acceptance into my chosen graduate program, I was ecstatic. I am pursuing a Ph.D. in entomology, which means I study insects. More specifically, I am interested in medical and veterinary entomology (so insects that transmit pathogens to…"
13,science,"An Era of Autonomy, Kind of…","We all know that languages can be hard to understand and write, just look at the English language. Rough and Cough don’t rhyme, even though they are spelled the same. HOWEVER, Pony and Bologna do, isn’t that completely chaotic! Not to mention the sheer amount of brainpower that you have…"
14,science,Mark Sargent: The Flat Earth Pusher,"If Mark Can Explain the Conundrum in this Article, I Will Join Him —  Mark Sargent is the main guy pushing the Flat Earth idea today. He has a Wikipedia page: Mark Sargent (flat Earth proponent) - Wikipedia
Mark K. Sargent (born 1968/1969) is an American conspiracy theorist, who is one of the leading proponents of, and…en.wikipedia.org His occupation is a YouTuber. Here is one of his flat earth videos:"
15,science,Strategic vs Tactical Programming,"Working code is not enough. Most programmers face a problem at some point in their career, it is not even a problem, but rather a strategy (tactical mindset) focused on getting features working as fast as possible. If you want a good design, you must take a strategic approach where…"
16,science,When We Cease To Understand The World By Benjamín Labatut And Translated By Adrian Nathan West — Review,"A provocative hybrid of science fact and novelistic imagination that invites the reader to ponder the psychological impact of scientific advances, focusing on developments in the 20th century that led to widespread changes in how we understand the world © by GrrlScientist for Forbes | Twitter | Newsletter"
17,science,We Once Tried Nuking the Earth’s Core,"Fallout from the explosion lingers to this day —  In 1971 the US military drilled a mile into the Earth’s crust, placed a five megaton atomic bomb at the bottom of the resulting hole, and lit the fuse. All this was highly controversial — the site, in the remote Aleutian Islands off Alaska, was prone to earthquakes and volcanoes…"
18,science,Can You Think Of 3 Solutions?,A Geometry Problem —  A square is constructed using the midpoints of two sides of a regular pentagon as shown. Find the value of the missing angle. Give this problem a try before jumping in for the solution! Solution 1 The internal angle of a regular pentagon is
19,science,UFOs and The Things We Know,"It sometimes seems as if the things we know about aliens and government conspiracies hardly amount to a summary plot for a bad B movie. Does Moonfall count as a B movie? It was awful! And yet, some of that script seems to have come from John Leer’s UFO lectures…"
20,science,Consciousness As A Field,"It’s a good idea, as far as it goes. Generally speaking, I’m a strong fan of thinking about consciousness as a field. Among other things, it’s a very good way to speak about transpersonal phenomena in a way that’s more acceptable to contemporary people. There are a couple of problems…"
21,science,Foresting Douglas-fir through targeted micropropagation,"Conifer trees are in high demand for their aesthetic value and desirable wood, but producing these trees rapidly is challenging because of their long life cycle. Increased effort is underway to use artificial techniques to propagate Douglas-fir. However, this is constrained by a lack of viability and recalcitrance of in…"
22,science,Quem sou eu?,"Além da aspirante a poeta que já publicou diversos poemas por aqui, também sou cientista. E quero começar a compartilhar aprendizados do meu dia-a-dia e projetos pessoais por aqui. —  Mas antes vou falar um pouco sobre a trajetória profissional que tracei até hoje, que conta com uma transição de carreira e muita multidisciplinaridade. Eu fui aquela criança que não dava um segundo de paz para as pessoas sempre questionando sobre tudo, sabe? Então naturalmente logo comecei a fantasiar sobre…"
23,science,Can Psilocybin Help Reintegrate a Depressed Mind?,"Study finds that psilocybin increases global brain integration, which can possibly help with depression —  To breathe despair First, an important public service announcement: if you are struggling with depression, even if you’re not really sure whether you actually are, FIND HELP. Therapy, friends, family… Whatever makes you feel most comfortable (let’s be honest, least uncomfortable). At any given time, an estimated 265 million people are affected by…"
24,science,#33 Can you solve this puzzle? Many people fail to answer.,Solving problems amplify your IQ. —  Mathematics is the universal language and knowing it allows you to get access to the basic systems that drive the universe. Let’s have some math fun! Problem 33: Find out the value:
25,science,My Opinion About the BIG News Today (April 28),"Big bird flu story today … US egg factory roasts alive 5.3 million chickens in avian flu cull - then fires almost every worker
Labourers at the one of the world's largest egg factories arrived at the plant in Rembrandt, Iowa, early one morning in…www.theguardian.com A distressing title to say the least. One that certainly caught my eye. I’m sure that’s why the title was used. Sensationalism sells. However, it also triggered a very recent memory."
26,science,"I have just written 1.000 pages on Amazon Kindle Store, and it feels good!","Even though I do not have a heroic story to tell regarding my writer past, I do have some interesting facts, I would say. Stick with me and share your thoughts!😍😎 As far as I recall, started writing actively about at 19-years old, started before with diaries, suggestion of a…"
27,science,Forecast For The Battle Of Donbas — And What Comes After,"Orthodox Easter seems to have kicked off the next phase of Russia’s assault on Ukraine, and Putin’s plan is coming together mostly as I expected."
28,science,A Brief Chronology of the Theory of Relativity,"The one no one saw coming —  As for any scientific theory, relativity does not emanate from the mind of a single person, no matter how brilliant is. A seething of ideas and research have led Einstein to a very elegant synthesis in 1905 and 1915. 1638 : Galileo discovers the principle of relativity and the concept…"
29,science,A potentially dangerous asteroid will pass close to Earth today. Is it a threat to us?,Already today on Thursday the asteroid will pass our planet at a speed of approx. 37 500 km / h. According to the space agency NASA it is potentially dangerous. The asteroid was first discovered in 2008 The last time an asteroid passed Earth in close proximity (by space standards) was in January of this year. At…
30,science,Apply As a Writer For “We All Grow Together” Publication,"We All Grow Together —  The purpose of this post is to encourage writers from all backgrounds to join as a writer to a new publication, We all Grow Together. We All Grow Together
Our mission is to help people expand their minds. We are a community that likes to learn and grow together. Come be a…medium.com What is “We all Grow Together”? We All Grow Together is a publication that aims to publish articles on a wide range of topics. We publish articles about science, technology, personal…"
31,science,Science and Stand-Up Comedy in Colorado Springs,"Science Riot is a non-profit, STEM-outreach program that teaches scientists the basics of comedy, writing, and performance. After a series of communication workshops, the performers create a 10-minute routine aimed to teach something and, more importantly, be funny! Scientists and also those in STEM-related fields and some humanities may take…"
32,science,Humans Created by Aliens,"Not just humans, the entire universe, was created by aliens. Aliens may have created our universe in a secret space lab, top Harvard professor claims, an article by Jamie Harris, just in yesterday is a bit of the bizarre, but not because I am not willing to entertain it. Ufologists…"
33,science,April ’22: Patterns and Pandoras,Note: cross posted from my monthly newsletter on hircinous One of the more horrible side effects of the information age is the ability to see patterns. Not because these patterns never existed before. …
34,science,Structure the Incentives: Political Science Solutions to Climate Change,"Climate change, image from Tumisu, Pixabay The latest UN IPCC climate change report was released on April 4, 2022. The big message? “The time for action is now.” This report does contain some positive news! As a global community, we have made progress in reducing our emissions since the 2014…"
35,science,We Must Consider Diversity and Equity in Climate Adaptation Solutions,"Chairwoman Eddie Bernice Johnson (D-TX) In recent years, Americans have faced the realities of extreme weather events, with impacts ranging from the destructive winds and floods of hurricanes to resource-depleting megadroughts. These storms have increased in frequency and intensity, and the latest reports from the Intergovernmental Panel on Climate Change…"
36,science,The beauty of the galactic triangle,"It’s close, but it took the Hubble telescope to see it more closely. Today, its extraordinary beauty can be fully admired. This is the Triangulum Galaxy. Also named Messier 33, it belongs to a local cluster of galaxies called the Local Group. It is only 2.9 million light-years from Earth…"
37,science,What’s Up after AlphaFold on ML for Protein Structure Prediction? Automated Rolling Evaluations by CAMEO and the Next CASP,"Will the AI-powered revolution in biology keep going? Can we expect a new breakthrough? What’s going on right now in the field of protein structure prediction? —  If you are specifically interested in the rolling evaluation by CAMEO and knowing the current state of protein structure prediction, click here. If you want to know about the upcoming CASP15, how AlphaFold changed its focus, and its new challenges, click here."
38,science,On Knowledge and Conscious Ignorance,"The growth of knowledge is the growth of conscious ignorance. — CGW Schumann Individual humans are far from perfect. In ourselves we harbor immense contradictions. While a dog or a cow or a fish will only ever act within their species’ personalities, humans can sway anyway they like or are…"
39,science,Swap Netflix with These Five Healthy Leisure Activities from Around the World,Adopt these healthy leisure activities for better health and productivity. —  Our leisure is as fast pace as our life. You plop down on the couch and browse Netflix in the name of leisure. Being inactive and watching television is not healthy for you. Here are some healthy leisure traditions from around the world that will boost your creativity and productivity. 1. No one takes breaks as seriously as Swedes
40,science,How Organic Farming Can Be Made Even More Environmentally Friendly,4 methods to improve biodiversity even further —  Credit: This article is based on the scientific article “Beyond organic farming — harnessing biodiversity-friendly landscapes” by Teja Tscharntke and colleagues. (Full citation and link available at the end of the article) Organic farming is a great way to make today’s farming more environmentally friendly. Organic farming is agriculture without…
41,science,It was the largest earthquake in history — its effects were felt for 1000 years! Where did it happen?,"Scientists have found evidence of the largest earthquake that has caused catastrophic consequences for mankind. Its magnitude was 9.5. Earthquakes are often a huge threat to people. Until now, the strongest ever was believed to be the one in southern Chile in 1960. It is considered the largest tectonic tremor…"
42,science,Ionic Liquid-Based Reservoir Computing: The Key to Efficient and Flexible Edge Computing,"Researchers from Japan design a tunable physical reservoir device based on the dielectric relaxation at an electrode-ionic liquid interface Physical reservoir computing (PRC), which relies on the transient response of physical systems, is an attractive machine learning framework that can perform high-speed processing of time-series signals at low power. However…"
43,science,Cooking At High Heat With Unsaturated Fats Was Never Such A Good Idea,"These fats do more than just smoke. —  Many people have bought into the idea that the consumption of unsaturated fats are healthier than the consumption of saturated fats, and that has also been popularised and propagated by major health experts such as those at the Mayo Clinic. We do know, however, that unsaturated fats have a lower…"
44,science,Cognitive Dissonance: Why People Reject Correct Arguments and Proofs,How to Avoid Doing this Yourself —  We will first define what cognitive dissonance is from this webpage (click here): “Cognitive dissonance is a theory in social psychology. It refers to the mental conflict that occurs when a person’s behaviors and beliefs do not align. …
45,science,Indigenous Justice: the Missing Link of Environmental Science,"Science can do amazing things. It’s saved us from illness, brought us life-saving technology, and allowed us to explore the far reaches of the universe. If you’re like me, you might believe, or you might have believed for a long time, that science would solve climate change too. …"
46,science,Can AI Unlock Fusion Energy?,"The ultimate climate-saving technology may finally be here. —  In theory fusion energy is the ultimate power source. Simply put in hydrogen and get out copious amounts of energy with only helium as a byproduct. But, in practice, it is far more complicated. The super hot, mega compressed and insanely chaotic conditions inside a fusion reactor have been notoriously…"
47,science,Physics: The Heat Capacity,An experiment — 
48,science,The Iconic Playwright Who May Have Died Because Of A Bottle Cap,"Wildly talented, Tennessee Williams was privately tortured, which contributed to the sad and sudden end of his life —  Those who truly excel in the arts can gain immortal status in memory and appreciation if their work is embraced enough. Someone who personifies this is American playwright Tennessee Williams, who churned out an impressive and lasting portfolio of plays and other written work. Unfortunately, the writing legend died in…"
49,science,When children’s storytelling says so much more,"We take for granted that our children tell stories. But what if they can’t? Oral storytelling is a bridge to literacy, yet many children do not develop this skill naturally. Research has shown that narrative skill at school entry predicts writing and reading comprehension up to ten years later. Narrative…"
