,category,header,content
0,politics,America Has a Theocracy Now — It’s Called the Supreme Court,"If You Ever Wondered How a Democracy Collapses, Now You’re Living It —  The only way, and the correct way, to put what happened in America last night is exactly as simple and deadly as it appears. America now has a theocracy. It’s called the Supreme Court. Women last night in America lost the most fundamental of rights. Of bodily autonomy. And, as… At this moment, I think it’s important to understand what we are getting ourselves into…"
1,politics,We Have Entered the “Anti-Gender” Endgame,"We are not going back to the way things were before Roe v. Wade. We’re going somewhere much worse. —  Roe v. Wade is dead. I’ve written that sentence so many times, for so many years, that it barely registers. I’ve been mourning the loss for half a decade. I’m used to mourning now. … I leave a meeting at work to drive towards Munich. The destination: an old transformer station in… Get up and shout at myself in the mirror, “They want you to SHUT UP!”. I will never shut up. My mouth will not stop moving until I am dead, probably not even then."
2,politics,The Age of Cataclysm,"Human Beings Have Never Experienced What’s Beginning to Happen to the Planet. We Are Not Prepared. —  See that pic above? This weekend, it was 62 degrees celsius in the Indian subcontinent. That’s 143 degrees Fahrenheit. Approximately a billion and a half people — maybe 20% of humanity — lives there. And every summer now, the temperature is only going to rise. I am going to struggle… Diss-Santis, Diss Disney: Florida. Again."
3,politics,There’s Always a Chance in Hell,"It’s time for intrepid optimism. —  To paraphrase Chinua Achebe, suffering brings its own stool. It doesn’t matter whether you feel like giving it a seat. Well, here we are. Things can always get worse, but I’d say we’ve reached a nice bottom with the Supreme Court striking down Roe v. Wade. Most of us get… The Joe Manchin — Hardtack biscuit baked for 75 years in a…"
4,politics,Solar and Wind Power Aren’t Going to Keep the Planet Habitable For Humans,"It is all a closed system and it is just robbing Peter to pay Paul —  There’s a story about cooking frogs. The only way to cook a frog is to put it in cool water, put the pot on the stove, and turn on the heat. The frog, not able to determine that the water is going to continue getting warmer, simply stays put until… “Forty-nine,” I replied. “So women had more rights fifty years ago than they do today?”"
5,politics,There is no equality without reproductive autonomy,"What we stand to lose by overturning Roe v. Wade —  My mother got pregnant with me at 17 and had every justifiable reason to have an abortion. I’ve never asked her if she considered one or if it was available to her, but here I am. And even still, I believe in a woman’s right to make decisions not only… I didn’t bother reading any details of his claim because there’s no such thing as a “radical left”."
6,politics,The Reaction to SCOTUS Leak is Telling,"How people are reacting to the leak of this decision is very telling. For the record, I understand why Supreme Court Justice John Roberts is concerned. As Chief Justice, this almost never happens. The last time, ironically it was Roe, and none of those Justices remain in the court. It’s… Living through one of the most polarized times in American politics since shortly before the Civil War is interesting, to say the least. Because you basically have two choices: Hitch your wagon to a partisan ox, or hitch it to yourself and try to slog on through the mud unassisted…"
7,politics,"The World is Melting, and We Need to Fix It Right Now","Find your role. —  There is a time when panic is the appropriate response — Eugene Kleiner, venture capitalist John Doerr opens his latest book on climate change, titled Speed and Scale, by describing a conversation with his 15-year-old daughter. She tells him, “I’m scared, and I’m angry.” He goes on to make a… It’s amazing how much money you can save when you don’t have to…"
8,politics,Capitalism Is Dead (It Just Doesn’t Know It Yet),"The game is over. Corporations won —  “Fascism should more appropriately be called Corporatism, as it is the merger of corporate and government power.” — Benito Mussolini Capitalism is dead. It just doesn’t know it yet. Before we dive into why capitalism is dead, it’s important that we understand a few terms so we’re all on the… He was a graduate of Princeton University and Yale Law…"
9,politics,What Happens Now?,"This is the question many of us are asking this morning, as we read what appears to be a frothmouthed Justice Alito’s draft opinion overturning Roe v. Wade in a case styled Dobbs v. Jackson Women’s Health Organization. The reproductive rights movement has been diligently planning for this, and those… I want to wake up to the sun shining across palm trees.
I want to see the beaches and the mountains and the desert and more beaches, please, always more beaches.
I want to meet people from different backgrounds, from different places, with ancestors that didn’t…"
10,politics,Ukrainian intelligence data corroborates Russia has detailed plans for an invasion of Moldova.,"Ukrainian intelligence data corroborates Russia has detailed plans for an invasion of Moldova. As tension rises in Transnistria, the war in Eastern Europe can easily spill over into Moldova. Inna Sovsun mentioned the possibility of a Russian false flag operation following the terrorist attacks. According to Ukrainian intelligence, Russia plans…"
