,category,header,content
0,sports,“Let’s build the biggest football club on the planet”,
1,sports,"Mayor Johnson creates new Dallas City Council committee devoted to attracting, retaining pro sports franchises",
2,sports,"Every Season of The Challenge, Ranked: #7 — The Inferno II",
3,sports,10 Foretelling's The Crystal Ball Has Revealed For The Eagles 2022 Season,
4,sports,How Does Ja Morant Stack Up Against Allen Iverson Statistically?,
5,sports,The Challenge All Stars 3 Power Rankings — Week 2,
6,sports,Brett Favre Allegedly Scammed $7M From The State of Mississippi,
7,sports,Emotional Pendulum Calibration (EPC) — The Superpower You Didn’t Know You Have,
8,sports,4 Tricks to Convert Your Walking Routine Into a Full-Body Workout,
9,sports,Own a Real Basketball Team?,
10,sports,Previewing the Eastern Conference Finals,
11,sports,"Pay That Man; Judge, Yankees Handle Orioles",
12,sports,WIN 2x Tickets to The Champions League Final!,
13,sports,Join The Community,
14,sports,Multiple Conferences? How UConn can thrive with two homes.,
15,sports,How sports memorabilia went digital,
16,sports,Corner Lots Baseball,
17,sports,A Recap of the 2022 Stanley Cup Playoffs: Round 1,
18,sports,"The Miami Heat took Game 1 of the Eastern Conference finals Tuesday night at home, winning 118–107…",
19,sports,"Sports Card Strategy Show: NBA Playoffs, Timing The Market, Baseball Veteran Plays, MLB Call-Ups",
20,sports,Four Dream starters hit double-digits in a 101–79 blowout win over Fever,
21,sports,"Pay That Man; Judge, Yankees Handle Orioles",
22,sports,More Yellow in My Life,
23,sports,Here’s How To Stop Negative Self-Talk,
24,sports,The Perfect Gift,
25,sports,Как получать вознаграждения в Dustland Runner. Механика игры.,
26,sports,A New Era for Haas F1 in 2022,
27,sports,The NBA is eyeing a rule change to the “transition take foul” that would award the offensive team…,
28,sports,Running for a better life,
29,sports,KO’s of the Day #193: MMA Legends In WWE,
30,sports,Is There About To Be A Breakout In The DraftKings Stock,
31,sports,Previewing the Conference Finals Series,
32,sports,Match 66: KKR v LSG Preview,
33,sports,The NBA’s Game 7s couldn’t hold up against the NHL’s Game 7s,
34,sports,Official Announce: partnership with The STA Group,
35,sports,Requiem for a Process,
36,sports,Is Chris Paul’s last chance of Winning a Title come to a ‘Devastating’ End?,
37,sports,The running revolution — some thoughts,
38,sports,"$50,000 For College Athletes Could Be The Minimum",
39,sports,Why Retired Athletes Will Become CEO’s of Million Dollar Collectives,
