,categories,headers,contents
0,politics,Congressman Dan Crenshaw says Marjorie Taylor Greene is ‘going after that Russia Today slot’ in row over Ukraine vote," Representatives Dan Crenshaw and Marjorie Taylor Greene feuded on Twitter after the two Republican members of Congress took different votes on an aid package to Ukraine.On Tuesday, the House passed a $40bn aid package to Ukraine. Every Democrat present voted for the legislation, while 57 Republicans voted against the package, including Ms Greene. Other Republicans who voted against the legislation included Representatives Paul Gosar of Arizona, Matt Gaetz of Florida, Madison Cawthorn of North Carolina and Lauren Boebert of Colorado. But the feud began when Mr Crenshaw, a Texas Republican who lost an eye while serving in Afghanistan, tweeted..."
1,politics,"Fleeing Russian soldiers left behind key military documents that indicated Putin had plans to seize all of Ukraine, officials said",The military documents were discovered by Ukrainian forces who liberated the northeastern town of Trostyanets in Sumy Oblast.
2,politics,"Raphael Warnock's Chances of Beating Herschel Walker, According to Polls",The Georgia Democrat hopes to defend his hard-won Senate seat against the Trump-backed former NFL player.
3,politics,"Benjamin Ferencz is the last surviving Nuremberg prosecutor. He says Vladimir Putin is ""certainly"" a war criminal.","London — As Ukrainian authorities and the international community work to meticulously collate mounting evidence of Russian war crimes in Ukraine, the last surviving prosecutor from the Nuremberg trials of World War II-era Nazi officials told CBS News that Russian President Vladimir Putin is ""certainly"" a war criminal. Benjamin..."
4,politics,‘I became the abortion lady of Mississippi’: the mother of seven who devoted her life to the pro-choice cause,"Raised a fundamentalist Christian, Laurie Bertram Roberts grew up believing abortion was evil. Then a pregnancy put her life at risk – and she was denied the termination she desperately needed. When Laurie Bertram Roberts was 17, she was sent home from hospital and almost bled to death. Pregnant..."
5,politics,"Putin Has a Military Rebellion Problem on His Hands, Reports Say","""There are good reasons for low morale on the Russian side,"" an expert told Newsweek. ""The war isn't going well."""
6,politics,Lindsey Graham says most Democrats would 'jump out the window' if they had to vote on Medicare for All,"Graham urged Sanders to hold a vote on his signature policy idea, betting Democrats would splinter on single-payer healthcare."
7,politics,Video of Russian Tank Blowing Up in Ukraine Captured by China State Media,The dramatic footage was captured by a dashcam in a vehicle headed in the direction of the blast.
8,politics,‘They were furious’: the Russian soldiers refusing to fight in Ukraine,"When the soldiers of an elite Russian army brigade were told in early April to prepare for a second deployment to Ukraine, fear broke out among the ranks. The unit, stationed in Russia’s far east during peacetime, first entered Ukraine from Belarus when the war started at the end of February and saw bitter combat with Ukrainian forces."
9,politics,Russian military leaders ‘sacked and arrested’ amid heavy battlefield losses," Chief of the Russian general staff, Valery Gerasimov, has been suspended amid the Kremlin’s faltering invasion, a senior Ukrainian official has claimed.Oleksiy Arestovych, a military adviser to Ukraine's president, said “preliminary information” suggested Gen Gerasimov had been removed from his post while Vladimir Putin and his inner circle assessed whether he should be allowed to continue to lead the country’s armed forces. There has been no official confirmation of the reported sacking, although speculation about a purge of senior military commanders increased after Gen Gerasimov was absent from Russia’s annual Victory Day parade on Monday. Russian armed forces have..."
10,politics,Russia threatens ‘full-fledged nuclear war’ with NATO,"Deputy Chairman of Russia’s Security Council Dmitry Medvedev warned on Thursday that the North Atlantic Treaty Organization’s (NATO) continued support of Ukraine against Russian invasion forces raises the risk of the conflict “turning into a full-fledged nuclear war.”. In a post on the Telegram app, Medvedev accused..."
11,politics,Russian army ‘lose entire battalion’ trying to cross Ukraine bridge," The Russian army has suffered heavy losses, including the destruction of around three dozen tanks, after the Ukrainian army blew up a pontoon bridge over the Siverskyi Donets river in the Luhansk region, according to reports.Satellite images collected by geospatial intelligence firm BlackSky show that a pontoon bridge – used primarily but not invariably for military purposes – was destroyed on 10 May after Ukrainian artillery struck the bridge and surrounding area.The images show smoke emanating from the half-sunken bridge with destroyed armoured vehicles lying on the shores of the Siverskyi Donets river, running west to east between Russian rebel-controlled..."
12,politics,Joe Biden Jokes Republicans Are Going To ‘Storm Cinderella’s Castle’ Over Disney’s Opposition To FL Law,"President Joe Biden took aim at the Republican party’s recent attacks on the Walt Disney Corporation. During his speech at the Democratic National Committee fundraiser on Wednesday (May 11), Biden cited attempts from GOP members to dismantle Disney’s special tax district in Orlando after the company opposed the law prohibiting classroom discussions of sexual orientation or gender identity, dubbed the “Don’t Say Gay” bill. He also slammed Republicans trying to restrict speech via book bans in other states, such as Tennessee."
13,politics,Dramatic new videos show Russian tanks being blown sky-high in Ukraine,"Dramatic new videos show a column of Russian tanks being picked out and blown up — while another explodes in a massive ball of flames, with debris blown sky-high in front of watching motorists.

Ukraine’s 54th Mechanized Brigade, based in the Donbas region, shared footage Tuesday of a platoon getting destroyed — setting the clip to upbeat, patriotic music.

The clip shows the line of tanks driven by invading troops — whom the unit termed “tourists” — driven along an unidentified road as smoke from repeated airstrikes fills the sky.

Several of the military vehicles then suffer direct hits, bursting into balls of..."
14,politics,Legal expert finds “fatal flaw” in Samuel Alito’s leaked abortion opinion,"The leaked draft Supreme Court decision overruling Roe v. Wade has a fatal flaw, according to the off-air legal analyst for MSNBC's ""The Rachel Maddow Show."" ""Beyond the practical consequences of overturning Roe, however, then there are the legal analyses of Justice Samuel Alito's draft. Before detailing why that draft is so flawed legally, a brief outline of Justice Alito's approach is in order. In concluding that Roe and Casey 'must be overruled,' Alito reasons that because 'the Constitution makes no reference to abortion,' the right to abortion, like any right purportedly implicit in the Constitution, can be recognized only if it is 'deeply rooted in this Nation's history and tradition' and 'implicit in the concept of ordered liberty.'"""
15,politics,Ukraine conflict: Russian soldiers seen shooting dead unarmed civilians,"When Leonid Pliats and his boss were shot in the back by Russian soldiers, the killing was captured on CCTV cameras in clear and terrible detail. The footage, which was obtained by the BBC, is now being investigated by Ukrainian prosecutors as a suspected war crime. It was the height..."
16,politics,Ukraine hails key new victory as satellite pics show scores of blown-up Russian tanks,"Russia’s military has suffered yet another crushing defeat, with satellite images showing the burned-out shells of scores of tanks thwarted from crossing a key route near Ukraine’s second-largest city, Kharkiv.

Ukraine’s Ministry of Defense on Wednesday shared images of the destroyed military vehicles littered around the Siverskiy Donets River, an area Russia previously controlled around 25 miles east of Kharkiv.

Some of the still-smoking vehicles were right on the banks of the river, where at least two pontoon bridges appeared to have been blown up to halt the advance.

The Ukraine defense ministry gloated Wednesday that some of the destroyed tanks “bathed in..."
17,politics,"President Biden Orders Flags Be Flown at Half-Staff Until Monday, May 16","- - - - - - - BY THE PRESIDENT OF THE UNITED STATES OF AMERICA. Today, we mark a tragic milestone: one million American lives lost. to COVID-19. One million empty chairs around the dinner. table. Each an irreplaceable loss. Each leaving behind a family,. a community, and a..."
18,politics,Congressmen: Whistleblower evidence shows Biden’s DOJ is targeting parents with FBI investigations,"(The Center Square) – Despite sworn testimony by U.S. Attorney General Merrick Garland that the U.S. Department of Justice isn’t targeting parents after he directed the department to do so last fall, a whistleblower has come forward to the House Judiciary Committee providing evidence that the FBI is in fact investigating parents."
19,politics,"Former staff at Lauren Boebert’s restaurant call her a ‘monster’ who once pointed gun at Obama supporter, report says"," Former staff at the Colorado restaurant run by Republican Lauren Boebert have called her a “monster” and claimed that she once pointed a gun at an Obama supporter, according to a report. The GOP congresswoman owns Shooters on Main Street in Rifle, Colorado, along with her husband and she has promoted her business experience repeatedly during her political career.But progressive magazine Mother Jones has reported that several restaurant employees claim they had a less than stellar experience working at the diner, alleging that Ms Boebert at times failed to pay her employees in a timely manner. Several workers said..."
20,politics,Tax professionals ‘horrified’ by IRS decision to destroy data on 30 million filers,"The IRS destroyed data for an estimated 30 million filers in March 2021, according to the Treasury Inspector General for Tax Administration. The decision, prompted by a backlog of paper filings, has sparked anger in the tax community. “It just further damages the IRS’ reputation in the business community and..."
21,politics,Thomas Jefferson once secretly wrote to Congress that the US would try to drive Native Americans into debt in order to take their land,"The note to lawmakers in 1803 was referenced in a report on US Indian Schools, where Native American children were forcibly assimilated and abused."
