,categories,headers,contents
0,entertainment,"TikToker's Car Handle ""Hack"" Has People Dumbfounded They Never Noticed it Before","It almost always comes as a shock whenever we discover a ""secret"" way to use something we more than likely use or at the very least see nearly every single day of our lives. Take candles for instance: if you design a holder that captures and reshapes all of the wax that's melted, you can effectively have an ""infinity"" candle, or at least one you can re-use several times so you get extra mileage out of one."
1,entertainment,Naomi Judd's Cause of Death Revealed by Daughter Ashley,"Naomi Judd, iconic country star and one-half of the mother-daughter duo The Judds, died by suicide. The country music star's daughter, Ashley Judd, confirmed her mother's cause of death during a Thursday appearance on ABC's Good Morning America, revealing that Judd died of a self-inflicted firearm wound on April 30 at the age of 76."
2,entertainment,Ashley Judd Reveals Mother Naomi Judd’s Cause of Death,"Click here to read the full article. Ashley Judd appeared on Good Morning America on Thursday (May 12) to discuss her mother country icon Naomi Judd‘s recent death by suicide. Speaking to Diane Sawyer from her home in Nashville, Ashley opened by thanking the everyone who has reached out with condolences and explaining why she’d been “deputized” by the family to share information about Naomi’s cause of death.
“She used a weapon … mother used a firearm,” Judd told Sawyer. “So that’s the piece of information that we are very uncomfortable sharing.” Judd said she did the interview because the family..."
3,entertainment,NBC Cancels Several Shows,"The peacock has spoken. Several NBC shows were shown out the door on Thursday, and will not be coming back for another season. Two sitcoms were canceled, as well as a drama, this week, including one show headlined by the longest-tenured Saturday Night Live cast member. NBC renewed several other shows though, so there will be some carryover in fall 2022."
4,entertainment,Katy Perry on Doing Couple's Therapy With Orlando Bloom and Why She Broke Up With Him Before Reconciling,"Katy Perry opened up a bit to Chelsea Handler on the comedian's Dear Chelsea podcast about the work she and her partner Orlando Bloom do to keep their relationship healthy. The two are in therapy, and both did the Hoffman Process (a kind of week-long therapy retreat) at different parts of their relationship."
5,entertainment,Report: NBC Has Decided On Mike Tirico's Replacement,"NBC has reportedly decided on a replacement for Mike Tirico, who's moving to the booth this upcoming season. According to a report, NBC has picked Maria Taylor to replace Tirico as the new permanent host of Football Night in America. ESPN definitely lost a good one. Since joining NBC, Taylor..."
6,entertainment,‘Little People Big World’s Amy Roloff Snubs Daughter-In-Law Tori In Twins’ Birthday Tribute,"It looks like someone is missing from Amy Roloff‘s latest Instagram photo. The 57-year-old Little People Big World star seemingly snubbed daughter-in-law Tori Roloff, 31, in a post wishing her twin sons Jeremy Roloff and Zach Roloff, 32, a happy birthday (seen here). She shared two photos to celebrate the twins’ birthday, the first being a snapshot of Jeremy, his wife, Audrey, 30, and their three children Ember, 3, Bode, 1, and Radley, 6, on a family vacation in Hawaii (seen below). Audrey had previously shared the photo on her page in April. The second photo was a professional photograph of Zach with his two kids, Jackson, 4, and Lilah, 2."
7,entertainment,"Naomi Judd's Suicide the Result of Gunshot, Daughter Ashley Discloses","Naomi Judd committed suicide by firearm, and her daughter Ashley Judd explains the catastrophe of mental illness and how her mom couldn't process the love her friends, family and colleagues felt toward her. Ashley spoke with Diane Sawyer on 'GMA' about Naomi's death, the day before she was inducted into..."
8,entertainment,'Law & Order' Actor Bruce MacVittie Dies At 65,"Actor Bruce MacVittie of “The Sopranos” and “Law & Order” fame died on May 7 in a New York City hospital, his wife Carol Ochs has confirmed. Ochs said the cause of death has yet to be determined. Born in Providence, Rhode Island on Oct. 14,..."
9,entertainment,'Moonshiners' Star Lance Waldroup Cause of Death Revealed,"Moonshiners star Lance Waldroup died over one year ago in shocking fashion, hitting fan emotions out of nowhere. According to TMZ, the cause of death for the reality star shouldn't be surprising given his long history of health issues and drug abuse. Waldroup's death is officially listed as the result of congestive heart failure, sparked by morbid obesity and cardiomyopathy in the end."
10,entertainment,"Naomi Judd died of self-inflicted gunshot wound, Ashley ‘discovered her’","Country music star Naomi Judd died of a self-inflicted gunshot wound, her daughter Ashley Judd shared in a new interview.

“She used a weapon. My mother used a firearm,” Ashley told Diane Sawyer on “Good Morning America” Thursday. “So that’s the piece of information we are very uncomfortable sharing.”

The “Double Jeopardy” star also revealed that she was the one who found her mother dead.

“It was a mixed day,” she recalled. “I visit with my mom and pop every day when I’m home in Tennessee, so I was at the house … and Mom said to me, ‘Will you stay with me?’..."
11,entertainment,Scott Disick Comments on Khloe Kardashian’s “Body”,"Watch: Khloe Kardashian Reflects on ""Tough"" Conversations With Scott Disick. Scott Disick is raising eyebrows after his recent flirtatious comment toward Khloé Kardashian. The Good American founder, 37, recently posted a photo on her Instagram Story that featured multiple pairs of colorful new hoodies and leggings that she received from Scott's streetwear brand, Talentless. Further showing her support for her close pal, Khloé also tagged Scott and the clothing company in the snapshot."
12,entertainment,"Nobody Does The UAE Like Steve, Marjorie And The Harvey Family","The Harveys are word class travelers, and what we love about their getaways is that they manage to partake in them as a family. Even if they don’t all get to the same destination at the same time, they often meet up at stunning locales for R&R together. Off..."
13,entertainment,"Kelly Osbourne Is Pregnant, Expecting First Baby With Sidney George Wilson","Watch: Kelly Osbourne Announces She's Expecting Baby No. 1!. Kelly Osbourne is starting an exciting new chapter: motherhood. The TV personality announced on May 12 that she's pregnant with her first child. ""I know that I have been very quiet these past few months so I thought I would share with you all as to why,"" she wrote on Instagram alongside a picture of her sonogram. ""I am over the moon to announce that I am going to be a Mumma. To say that I am happy does not quite cut it. I am ecstatic!"""
14,entertainment,'90 Day Fiancé': Ariela and Biniyam Get a Harsh Reality Check in the U.S. (Exclusive),"The reality of life in America is hitting Ariela and Biniyam hard in this exclusive clip from Sunday's new episode of 90 Day Fiancé. In the clip, Ariela and Biniyam arrive at their new apartment in New York that her parents got for them, but are surprised when they hear that they're going to have to start paying the bills sooner rather than later."
