,categories,headers,contents
0,technology,Video shows 'kamikaze' drone's POV moments before striking Russian tank,"In the new video released by the Ukraine Armed Forces, cutting-edge, foreign-made drones are used to fight against Russian troops. A ‘kamikaze’ drone’s point of view is shown moments before it strikes a Russian tank. CNN’s Melissa Bell has more."
1,technology,'Kamizake' Drone Turns Russian Tank Into Ball of Smoke,Footage released by Ukrainian military officials reportedly shows a 'kamikaze' drone smashing into a Russian tank and turning it into a ball of smoke and fire.
2,technology,Internet Slams Man Who Let Friends Eat Pregnant Wife's Food and Insult Her,"""Offering the last plate of food he knows was for his wife out of peer pressure? Allowing his friends to s**ttalk his wife? [He's] a doormat,"" one comment read."
3,technology,Verizon Wireless Bills to Climb Even Higher with Increased ‘Administrative Fees’ Starting in June,"Bad news for Verizon Wireless customers. You better get ready to fork out more cash for your cellular bill. According to a recent report from Bloomberg, Verizon is raising the monthly administrative fee that it charges per line. It’s only a slight increase, but that doesn’t help when consumers are already stressed about their dwindling pocketbooks."
4,technology,Democrats urge Google to stop collecting location data that could be used to identify people seeking abortions,Democratic lawmakers urged Google CEO Sundar Pichai to stop collecting and keeping unnecessary or non-aggregated location data that could be used to identify people seeking abortions. The letter comes after a Supreme Court draft decision that would reverse Roe v. Wade was published by Politico. It follows a separate Democratic...
5,technology,Xbox Users Can Buy Controversial Xbox 360 Game Again After 12 Years,"Xbox users across Xbox One, Xbox Series S, and Xbox Series X can buy one of the Xbox 360's most controversial games again after 12 years. The Xbox 360 is Microsoft's best-selling console of all time, and it's not even close. And it's been the only Xbox console to give its PlayStation counterpart a run for its money. It did this with a plethora of great exclusives and timed exclusives ranging from the Gears of War series to Mass Effect. Beyond exclusivity, there was generally a large collection of great games and new IP during that console generation. Like every generation though, there were also some stinkers, such as Sonic the Hedgehog, more commonly known as Sonic '06."
6,technology,How To Clear Cookies On Safari,"Cookies are an important part of the modern browser experience, but there are good reasons why you might want to wipe them from your iPhone or Mac"
7,technology,"Russia Uses Mobile Game To Locate Ukraine Army, Checkpoints: Security Service","The Russian military is now turning to mobile applications to locate the Ukrainian army and strategic facilities in the country, according to Ukrainian officials. The Security Service of Ukraine on Tuesday revealed that Russians are using a smartphone game to recruit Ukrainian children and use them in sabotage activities. In the mobile game, participants are asked to look for ""boxes"" containing virtual prizes, which can later be exchanged for electronic money."
8,technology,UPDATE: Walt Disney World Annual Passholders Will Have to Show My Disney Experience for Dining and Merchandise Discounts,"We have now confirmed the rumor that Walt Disney World Annual Passholders will soon need to show their pass in the My Disney Experience app to prove eligibility for both dining and merchandise discounts. Currently, Annual Passholders can show their photo ID and physical pass. However, Annual Pass cards no..."
9,technology,Snap! Elon Musk has another Twitter excuse,"NEW YORK, May 24 (Reuters Breakingviews) - Snap (SNAP.N) could be Twitter’s (TWTR.N) raven. The disappearing-message app abruptly slashed its second-quarter forecasts, sending its shares spiraling some 40%. That’s an ominous sign for Twitter. Elon Musk has an additional reason to bail on buying the social media network."
10,technology,"A baseless conspiracy theory is brewing on China's Twitter, with social media users accusing the US of creating and leaking the monkeypox virus","People on China's Twitter-like Weibo posited, without evidence, that a US-linked terrorist group was spreading the virus as part of a larger plan."
11,technology,Google Maps Street View gets new features,"Google has announced that its Street View is now 15 years old and it is bringing some historic Street View images to Android and iOS. You will now be able to look at an address on Street View and then see how that address has changed over the last 15 years, there is more information from Google below."
12,technology,Ukrainian Special Operations Forces release video said to show a kamikaze drone taking out a Russian tank,Ukraine's military said that troops had routinely used kamikaze drones on the battlefield but that this was the first video to be released.
13,technology,Call of Duty: Modern Warfare 2 Release Date Revealed in First Trailer,"Call of Duty: Modern Warfare 2 officially has a release date and is scheduled to release on October 28th, Infinity Ward and Activision announced this week. The follow-up to 2019's Call of Duty: Modern Warfare that continues the reboot of the original Modern Warfare series made its big debut in a trailer shared on Tuesday following numerous leaks and rumors trying to predict when, exactly, the game would be revealed. The trailer shared this week was only a short one, but with summer gaming events set to get underway in the coming weeks, it's expected we'll see the game have a greater presence then if not sooner."
14,technology,How to Unlock a Samsung Phone Without the Password,"Forgetting the password or PIN to your phone can be quite frustrating. In the past, Android phones had a reputation of being relatively insecure, but that has changed quite a bit over the past few years. Both Samsung and Google have taken steps to make devices more secure, so if you forget the password to your phone, unlocking it is not a simple process."
15,technology,The Lord of the Rings: Gollum Release Date Revealed,"The Lord of the Rings: Gollum finally has a release date and thankfully, it's not too far away. The Lord of the Rings: Gollum is the first AAA Lord of the Rings game for consoles since the acclaimed Shadow of War. Shadow of Mordor and Shadow of War received tons of acclaim for the dark and original stories they were able to tell within the Lord of the Rings universe, taking advantage of the rich lore that Tolkien had created many years ago. They also managed to have incredibly innovative gameplay that allowed enemies to remember the player and create conflicts and small, dynamic stories. Although The Lord of the Rings: Gollum isn't related to those games, it does look like it'll tell its own original story and have really unique gameplay."
