,categories,headers,contents
0,sports,"Brittney Griner's Wife, Cherelle, Shares Heartbreaking News","A phone call between Brittney Griner and her wife, Cherelle Watson, that had been scheduled for nearly two weeks never took place last Saturday. Griner was supposed to be granted access to a phone call on Saturday. What's the occasion? Their fourth wedding anniversary. It would have been the first..."
1,sports,"Will Zalatoris, Russell Henley, Patrick Rodgers withdraw from PGA Tour's Travelers Championship","Will Zalatoris has withdrawn from this week's Travelers Championship in Cromwell, Connecticut, a move announced by the PGA Tour a day after he finished as runner-up in the U.S. Open. Zalatoris, the world No. 12, missed a 14-foot birdie putt on the 18th hole that would have put him in..."
2,sports,Prominent Sports Announcer Leaving CBS In Stunning Move,"After spending 16 years with CBS Sports and the Golf Channel, Sir Nick Faldo has decided to retire. He announced that decision on Twitter this Tuesday. Faldo revealed that his last day in the broadcast booth for CBS will be on Aug. 7 for The Wyndham Championship. ""This past January..."
3,sports,Look: Ndamukong Suh Names 1 Team He Has Interest In,"On Monday, free-agent defensive tackle Ndamukong Suh appeared on ESPN's NFL Live to discuss his future in the league. He made it clear that he plans on playing this upcoming season. ""[I'm] excited to really just understand where I can potentially be,"" Suh said. ""It looks like the Bucs are..."
4,sports,Ndamukong Suh Announces Decision On His NFL Future,"Pro Bowl defensive tackle Ndamukong Suh remains a free agent as we get closer and closer to training camp. So what are his plans since he has no NFL team heading into 2022?. According to ProFootballTalk, Suh has acknowledged that he probably won't be returning to the Tampa Bay Buccaneers for a fourth season. He told ESPN's Adam Schefter earlier this month when the team re-signed Akiem Hicks that the Bucs were ""out of the picture."""
5,sports,"Dodgers, Tigers Reportedly Agree To Notable Trade","As the Los Angeles Dodgers adjust to life without Mookie Betts for a bit, the team reportedly made a trade for a Tigers outfielder Monday. Per Jorge Castillo of the Los Angeles Times via MLB.com's Juan Toribio, ""The Dodgers are acquiring outfielder Trayce Thompson from the Tigers, per source."" Noting,..."
6,sports,Look: Steph Curry's Parade Outfit Is Going Viral Today,"Fresh off his NBA Finals win and being awarded the Finals MVP award, Steph Curry is celebrating his win in a parade with the Golden State Warriors today. And he's celebrating it in style. Before the parade started, Curry took to social media to show off his outfit for today's..."
7,sports,Look: Alex Rodriguez's Girlfriend Shares Racy Workout Video,"Alex Rodriguez's new girlfriend, Kathryne Padgett, has been enjoying some time overseas. But the fitness model and body builder is still managing to get some workouts in. Monday morning, Padgett shared a racy yacht-themed workout video on Instagram. Padgett and Rodriguez have reportedly been dating for several months. They were..."
8,sports,WWE Raw Star Pulled From Title Match At Money In The Bank,"A few weeks ago it was determined that fans would see Bianca Belair defend her Raw Women’s Championship against Rhea Ripley at the Money in the Bank premium live event next month. Rhea Ripley earned a title shot when she won a fatal 4 way on Raw during the June 6th episode, but she will no longer be challenging for the title."
9,sports,Detroit Lions trade rumors: A bold move to get a former first-round pick?,"The Detroit Lions are at a point some calculated moves could bring a real boost now and into the future, and a new trade idea suggests they should pursue a former first-round pick. The Detroit Lions seem to be on the right track in their build toward hopefully becoming a..."
