,categories,headers,contents
0,science,What Space Smells Like According To Astronauts,Astronauts have reported a number of different smells upon returning from a spacewalk. Here's the science behind what they're saying.
1,science,Enzymes discovered in capybara gut could accelerate utilization of agroindustrial waste,"Converting agroindustrial waste into molecules of interest to society, such as biofuels and biochemicals, is one of the ways to mitigate dependence on oil and other fossil fuels. As one of the world's largest producers of plant biomass, Brazil is well-placed to lead this transition, but lignocellulosic raw materials (containing lignin, hemicellulose and cellulose) are hard to deconstruct, or (more technically put) recalcitrant to microbial and enzymatic degradation."
2,science,"Researchers Discover Broken Tooth of the Largest Carnivore Ever on Earth, and it Isn’t the T-Rex","The shattered tooth from another of the world's biggest predators has been discovered by scientists. However, it's not T. rex as most of people would assume and not even a dinosaur. The tooth, however, laid claim to an unusual and enigmatic variety of enormous ichthyosaur - a flesh-eating carnivorous mammal..."
3,science,“What Could It Be?” Event-Horizon Telescope Astronomers Set to Announce Major Discovery About the Center of Our Milky Way Galaxy,Astronomers responsible for producing the first-ever image of a black hole in 2019 are about to make an announcement about something at the center of The Milky Way on May 12. Could it be an image of Sagittarius A* our galaxy’s supermassive black hole or the detection of an ancient cosmic string from the dawn of the Cosmos?
4,science,Researchers home in on Thera volcano eruption date,"A University of Arizona tree-ring expert is closer than ever to pinning down the date of the infamous Thera volcano eruption—a goal she has pursued for decades. Charlotte Pearson, an associate professor in the Laboratory of Tree-Ring Research, is lead author of a new paper in PNAS Nexus that combines a mosaic of techniques to confirm the source of a volcanic eruption in 1628 B.C. While the eruption was previously thought to be Thera on the Greek island of Santorini, Pearson and her colleagues found instead that it was Alaskan volcano Aniakchak II."
5,science,Conservationists Save Baby Bald Eagle After Bird's Parent Accidentally Knocks Chick Out of Nest,"A baby bald eagle is back safe at home thanks to a team of conservationists who rescued the chick after its parent accidentally knocked the eaglet out of their nest. In late April, the baby bird was sleeping on one of its parents' feet when the larger animal ""took off"" and ""accidentally knocked the chick out of the nest,"" research ecologist Peter Sharpe told CNN."
6,science,Mars Rover May Have Snagged Rock Samples Formed From Cataclysmic Volcanic Eruptions,"Researchers believe that peculiar rock formations observed by NASA's Spirit rover in Gusev Crater, and more recently by Perseverance in Jezero Crater, are the results of some catastrophic explosive eruptions from vast and ancient volcanic calderas. There have been long-standing questions about the presence of bedrock on Mars that is..."
7,science,Asteroid Impact: NASA Estimates Space Rock the Size of the Great Pyramid May Hit Earth on May 6,"An asteroid known as 2009 JF1 with the size of the Great Pyramid of Giza is still likely to impact Earth on Friday, May 6. This prediction was based on the previous assessment of astronomers several years ago. The massive space rock will reportedly cause widespread and devastating impact should..."
8,science,Scientists Just Made A Big Discovery About The Earth's Crust,"Scientists have learned new information about the history of our planet -- specifically about the makeup of the top layers, how they've been moving, and when."
9,science,Strong solar flare erupts from sun,"The sun emitted a strong solar flare on April 30, 2022, peaking at 9:47 a.m. EDT. NASA's Solar Dynamics Observatory, which watches the sun constantly, captured an image of the event. Solar flares are powerful bursts of energy. Flares and solar eruptions can impact radio communications, electric power grids, navigation..."
10,science,Scientists Say Fish May Exist on Jupiter's Moon,There could be twice more water underneath's Jupiter's ice layer compared to EarthAlexanderAntropov/Pixabay. Scientists have been analyzing the similarities between Greenland and Europa (Jupiter's Moon) to discover that it may be actually able to sustain life. Geophysics professor Dustin Schroeder from Stanford University has gathered a team of researchers to study Europa and Earth’s ice sheets using radar technology. What they happened to discover are many striking similarities between our planet and Jupiter’s moon.
11,science,Incredible Animation Shows The Actual Scale Of Our Solar System,"Everyone knows that as mere Earth-dwellers, our home planet is but a pale blue dot when compared to other celestial bodies. Even our nearby planets quickly become magnitudes larger than ourselves, and the Sun is almost incomprehensibly massive – around 1.3 million Earths would fit inside our star. However,..."
12,science,Researchers Will Examine One Of The Last Known Ships To Illegally Bring Africans To The U.S.,"Researchers will examine the remains of the Clotilda ship, one of the last known slave ships to transport kidnapped Afrcans to the U.S. According to CBS News, the ship came from West Africa in1860, even though the international slave trade was banned by Congress in 1808. The voyage was funded by Timothy Meaher, a wealthy Alabama businessman whose descendants still own land in Mobile, Alabama."
13,science,Listen to the X-ray echoes of a black hole as it devours a companion star,"Black holes feeding on companion stars can go through cycles where they emit high-energy outbursts. MIT astronomers are using X-ray echoes from those cycles to map out the environment around these exotic objects, similar to how bats map out their environment via echolocation. The astronomers hope to use this new data to learn more about the evolution of these kinds of black hole systems, and by extension, the formation of galaxies, according to a new paper published in the Astrophysical Journal."
14,science,The device hoping to answer the ultimate existential questions,"The final piece of an all-new detector has completed the first leg of its journey towards unlocking some of the most enduring mysteries of the universe. The 41-million-pixel Vertex Locator (VELO) was assembled at the University of Liverpool. It was assembled from components made at different institutes, before it traveled to its home at the Large Hadron Collider beauty (LHCb) experiment at CERN."
15,science,Exploring the murky history of the chase for the blue whale,"The blue whale is the largest animal that has ever existed, weighing as much as two thousand people together. This is why this cetacean was the most chased species in the world due to its size and economic yield when whaling started, around the mid-19th century. The first captures, in northern Norway, expanded to other marine areas, and in only a few decades, in the North Atlantic, more than 15,000 blue whales were caught. By the early 20th century, the populations of the blue whale, which were already small, decreased in many areas of the North Atlantic Ocean, and the species was replaced by the rorqual as the main whaling boats' commercial target."
16,science,Want to Be More Successful and Fulfilled? Avoid the Dreaded 'Deep Dive Effect',"Access to information is great, but that access often results in the Deep Dive Effect: Post ""research,"" your simple idea, while once inspiring -- because the simple ideas are always the most exciting ideas -- now seems overwhelmingly complex. Take starting a side hustle. After a deep dive into market..."
17,science,"The universe could stop expanding 'remarkably soon', study suggests","After nearly 13.8 billion years of nonstop expansion, the universe could soon grind to a standstill, then slowly start to contract, new research published in the journal Proceedings of the National Academy of Sciences suggests. In the new paper, three scientists attempt to model the nature of dark energy —..."
