,categories,headers,contents
0,sports,Kyle Busch Addresses Sunday's Decision: NASCAR World Reacts,Kyle Busch wasn't able to make it through Sunday's throwback NASCAR Cup Series race. The veteran NASCAR driver had to leave his car during Stage 2 on Sunday afternoon. Busch was one of multiple drivers who was unable to finish the race at Darlington. “Just the (No.) 6 car blew...
1,sports,NBA World Reacts To Troubling Dirk Nowitzki News,"Dirk Nowitzki is one of the NBA's best players of the 21st century, but unfortunately, it sounds like the legendary Dallas Mavericks big man played a couple of seasons too long. The Mavericks star extended his career, playing alongside Luka Doncic, but he probably should've retired before that. Nowitzki, one..."
2,sports,NASCAR World Reacts To Dangerous Post-Race Incident,"John Hunter Nemechek's win at the Dead on Tools 200 on Friday was almost marred by an unfortunate post-race incident. As Nemechek was being interviewed following his first NASCAR Camping World Truck Series of 2022, a beer thrown from the crowd nearly beaned him. It wound up striking his car."
3,sports,A Former WWE Star Might Never Wrestle Again,"From 2012 to 2020, Windham Lawrence Rotunda, known by his stage name Bray Wyatt, was one of WWE's biggest stars. But less than one year after his release from the company, his days as a wrestler appear to be over. According to WrestlingNews.co, a friend of Wyatt has said that..."
4,sports,Colin Kaepernick Ripped By Former Stars: NFL World Reacts,"Former NFL quarterback Colin Kaepernick faced some criticism from two former star players this week. Both Antonio Brown and Shawn Merriman seemed to make it clear that they don't feel bad for Kaepernick, who hasn't played in the league since 2016. Brown appeared on the Cigar Talk podcast, calling Kaepernick..."
5,sports,Photos: Meet Joel Embiid's Longtime Supermodel Girlfriend,"Game 4 of the Philadelphia 76ers vs. Miami Heat second round playoff series is set to tip off later tonight. Joel Embiid returned to the Sixers lineup in Game 3. Embiid, who's battling a facial injury and a thumb injury, was clearly not at 100 percent, but his presence on the court was massive. Philadelphia topped Miami in Game 3 to cut the series to a 2-1 deficit."
6,sports,Everyone's Saying Same Thing About Danica Patrick Today,"Danica Patrick was on the scene in Miami, Florida this weekend, for the first-ever Formula 1 race in South Florida. The former IndyCar and NASCAR driver was a part of the network coverage for the Formula 1 event, which featured the sport's top drivers competing in front of a packed Miami crowd, which included some notable celebrities (like Michael Jordan, Tom Brady and David Beckham)."
7,sports,Paige Spiranac's Hot Dog Tweet Goes Viral: Fans React,"Paige Spiranac brought the trolls out on social media with her admission earlier this week. ""There is nothing better than a hotdog at the turn on the golf course,"" the former professional golf star turned social media tweeted this week. Unsurprisingly, there were a lot of, well, inappropriate comments in..."
8,sports,Notable Quarterback Wants To Play For The Cowboys,"The Dallas Cowboys are probably pretty set at the quarterback position, but one notable former top draft pick reportedly has interest in playing in Dallas. Former Washington quarterback Robert Griffin III has interest in being Dak Prescott's backup. Griffin III, who reportedly impressed some scouts with his 40-yard dash time..."
9,sports,How Much The Jockey Gets For Winning The Kentucky Derby,"A first-place finish at the Kentucky Derby doesn't just mean a shiny gold trophy and some roses. It's also a nice little payday for the jockey of the winning horse, but maybe not quite what some fans would imagine. When it comes to this year's running of the Kentucky Derby,..."
10,sports,Urban Meyer Predicted To Land Major College Football Job,"One notable ESPN analyst believes it could happen - at a major school. This week, former NFL star turned ESPN analyst Keyshawn Johnson predicted that Meyer could land the head coaching job at Texas. Meyer, who last coached college football in 2018, is currently set to analyze the sport for..."
11,sports,Breaking: Grizzlies Announce Crushing Ja Morant News,Ja Morant is likely to miss Game 4 of the Memphis Grizzlies vs. Golden State Warriors second round playoff series. Grizzlies head coach Taylor Jenkins told reporters on Sunday afternoon that his All-NBA point guard will probably miss Game 4 due to a knee injury. Morant suffered a knee injury...
12,sports,8-Time MLB All-Star Officially Released Sunday,"The New York Mets have officially released Robinson Cano. Cano was originally designated for assignment by the Mets last week but has now gotten his full release from the team. The roster was down to 26 players after Cano got DFA'd. The move wasn't surprising, considering how Cano started out..."
