,categories,headers,contents
0,science,Man Discovers 'Extraterrestrial' Coin in Roll of Quarters,"""I would be super excited to find this,"" said one commenter. ""And a little afraid. But mostly excited."""
1,science,A fishy capture reveals a prized species moving south,"A fishing expedition on the NSW Mid North Coast has hooked an unexpected catch for a Southern Cross University marine researcher. When brothers Benjamin and Daniel Mos went fishing over summer, the pair did not anticipate their catch to be anything other than a photo opportunity or dinner. Instead the fish they captured and released, commonly called the barred javelin, spurred them to write a scientific paper now published in Journal of Fish Biology."
2,science,"Mystery of Stonehenge ‘solved’ as ancient Egyptians used it for solar calendar, expert claims","The Stonehenge monument served as an ancient solar calendar,  researchers claim.Professor Timothy Darvill concluded the site was designed as a calendar based on a solar year of 365.25 days, helping people keep track of the days, weeks and months.His analysis includes new finds about the Wiltshire stone circle’s history, along with an analysis of other ancient calendar systems.“The clear solstitial alignment of Stonehenge has prompted people to suggest that the site included some kind of calendar since the antiquarian William Stukeley,” Prof Darvill said.“Now, discoveries brought the issue into sharper focus and indicate the site was a calendar based..."
3,science,Testing the use of human urine as a natural fertilizer for crops,"A team of researchers from several institutions in Niger, Germany and the U.K. has conducted a real-world test of the use of human urine as a natural form of fertilizer for crops. In their paper published in the journal Agronomy for Sustainable Development, the group describes an experiment they conducted with women farmers in the Niger Republic and the use of human urine."
4,science,Scientists say inability to complete simple at-home test is linked to increased risk of early death," An inability to stand on one leg in older age is linked to increased risk of earlier death, according to a new study that sheds more light on the association between balance and mortality. The study, published in the British Journal of Sports Medicine, found that middle-aged people and senior citizens who are unable to stand on one leg for more than 10 seconds have greater chances of dying in a decade than those who are able to pass the mobility test.Earlier studies have linked the inability to stand on one leg to a greater risk of stroke, and..."
5,science,A major geomagnetic storm? An 'enormous' sunspot is set to burst,"Space weather experts are keeping a keen eye on the solar spot directly facing the Earth, which has doubled in size in the past 24 hours, Spaceweather.com reported. Solar spots, commonly called sun spots, are temporary spots that appear darker than the solar surface. A sunspot can be as small as 10 miles (16 km) but can also grow to hundreds of thousands of miles in diameter, making them visible from Earth, even without a telescope. Sunspots can last from a few days to a few months and even move across the solar surface as they expand and contract in size."
6,science,Comet Bigger Than Dinosaur-killing Asteroid to Fly Past Earth,"With a telescope, it will be possible to spot the comet and its vast tail of dust, which is tens of thousands of miles wide."
7,science,419-Million-Year-Old Chinese Fossil Shows Human Middle Ear Evolved From Fish Gills,"The human middle ear—which houses three tiny, vibrating bones—is key to transporting sound vibrations into the inner ear, where they become nerve impulses that allow us to hear. Embryonic and fossil evidence proves that the human middle ear evolved from the spiracle of fishes. However, the origin of..."
8,science,Catch five planets lined up in the nighttime sky for a few weeks,"BOSTON -- We are in for quite a treat in the nighttime sky over the next few weeks!  It is something right out of a middle school textbook.  For the first time in 18 years (2004), we will be able to see five planets, essentially lined up, in the east-southeast sky. And even more amazing, the planets will be in the order of their distance from the sun! From left to right (or better yet, east to southeast)...Mercury, Venus, Mars, Jupiter, and Saturn. So cool!  Even more good news, the view won't change much over the next few weeks. So,..."
9,science,"Hercules’ Missing Marble Head Found On 2,000-Year-Old Antikythera Shipwreck","Just off the rocky shores of Greece, a treasure trove of artifacts has been discovered at the site of a famous ancient shipwreck. Among many finds is a marble head of Hercules, the famously strong divine hero from ancient Greek and Roman mythology, and perhaps even some human remains. The..."
