,categories,headers,contents
0,business,Biden targets GOP on inflation as prices skyrocket,"President Biden is preparing a major speech Tuesday to address inflation, and will contrast his plans to lower costs for American families with those offered by congressional Republicans, an administration official told Axios. Why it matters: For a president who once insisted inflation was ""transitory,"" Biden is now talking about..."
1,business,"Black communities, disproportionately hit by inflation, step up to help those most in need","Tanisha Boston has been feeling the effects of inflation, from the gas pump to the grocery store, for months. So in April, the 31-year-old Los Angeles resident shared her frustrations on social media, writing, “Please check on your LA friends, we are NOT okay!” under a photo of herself in front of a gas station charging $7 per gallon."
2,business,"When it comes to paying remote workers, some companies are still getting it wrong","At a time when employees are walking away from companies that don't put their interests front and centre, you can still see some employers continue to make all the wrong moves. Most companies have responded positively to workers' desire to spend less time in the office and accepted that their..."
3,business,"Airbnb CEO Brian Chesky, who recently announced employees can work from home forever, calls the office an 'anachronistic form' and 'from a pre-digital age'","Chesky added that the common hybrid model of three in-person days a week, which companies like Google and Apple are using, is ""not super sustainable."""
4,business,Aston Martin Is In Huge Financial Trouble,"Aston Martin has never quite had a good grip on finances, but when Lawrence Stroll invested heavily in the company, he brought in Tobias Moers from Mercedes-AMG. This helped streamline a great many projects, but the CEO has now been replaced by a former Ferrari executive, suggesting that he wasn't as effective as hoped. And after recent comments from Formula 1 drivers that the Vantage safety car is too slow, the news is negative on almost all fronts. It's quite clear that the brand needs the support of its partners more than ever, and based on the automaker's own financial reports, that support can't come soon enough."
5,business,Former Lakers big man wants US to give every American $1M to ‘survive’ inflation instead of giving billions to Ukraine,"As many people know, the United States is currently dealing with a number of sociopolitical issues both at home and abroad. At home, millions of Americans are dealing with the burn that is coming with inflation that has occurred over much of the last year. To put it simply, things are more expensive than they used to be."
6,business,Ford Might Have Very Bad News for Rivian,"The first quarter was very tough for Rivian (RIVN) - Get Rivian Automotive, Inc. Class A Report and its shareholders. The latter saw the value of their stake melt away as shares of the upstart tumbled due to investor concerns about its ability to handle production rate increases, a PR crisis born of clumsiness linked to an increase in vehicle prices. Added to this were disruptions to supply chains and soaring raw material prices. In the end, the bill is steep for investors."
7,business,Google CEO Sundar Pichai Faced Intense Pushback from Employees. His Response Is a Masterclass in Leading People,"Over the past two years, Google's CEO, Sundar Pichai, has faced increased pushback from employees, most recently at an employee meeting in March. Employees there complained that the company is falling behind on issues like compensation and how the company reviews performance. Before that, Google eliminated its iconic town-hall meetings..."
8,business,MyPillow CEO Mike Lindell said he believes the SCOTUS leak was done intentionally to derail his efforts to reverse the 2020 presidential election,"Lindell said the timing of the leak was ""suspicious"" because it came hours before the release of ""2000 Mules,"" a film alleging widespread voter fraud."
9,business,"Biden to deliver remarks on inflation Tuesday, official says","CNN — President Joe Biden will deliver remarks on inflation Tuesday, a White House official said, as his administration looks to further address one of the key economic concerns for voters heading into November’s midterm elections. “He’ll detail his plan to fight inflation and lower costs for working..."
10,business,"Biden to give remarks on inflation Tuesday, contrast plan with Republicans","WILMINGTON, Del., May 8 (Reuters) - President Joe Biden will draw a contrast between his economic plans and those of Republicans in remarks on Tuesday focused on inflation, a White House official said. Biden, a Democrat who is suffering from low approval poll numbers ahead of the November midterm elections,..."
11,business,Tesla sues former employee for allegedly stealing trade secrets and then attempting a cover-up,"Tesla has sued a former employee who it is accusing of stealing trade secrets related to its supercomputer project, Bloomberg reported on Friday. According to a filing in the U.S. District Court in San Jose, thermal engineer Alexander Yatskov quit on May 2 after having joined the company only a few months earlier, in January. According to Tesla, Yatskov admitted to transferring confidential information to his personal devices and later handing over a ""dummy"" laptop after company officials confronted him on suspicion of theft."
12,business,Elon Musk reportedly wants to launch a new Twitter product called 'X' which he projects would have 104 million subscribers by 2028,"According to Musk's Twitter pitch deck obtained by The New York Times, his plans include a mystery product titled ""X"" slated to debut next year."
13,business,Tesla sues former employee for stealing company secrets about Project Dojo,"Tesla has launched a lawsuit against a former employee, who is accused by the firm of illegally acquiring company secrets about its AI supercomputer project by copying them onto his personal devices, according to a report by Bloomberg published on Saturday. An ex-thermal engineer working on Project Dojo. Alexander Yatskov,..."
14,business,"Elon Musk wants to hire thousands of new employees at Twitter, shed some existing staffers, and quintuple revenue by 2028, report says","In meetings with investors, Musk shared his plans for the social media platform including doubling or tripling their money if they backed his deal."
15,business,BMW And Mercedes Sell Car-Sharing Service To Major Rival,"""Keep your friends close, but your enemies closer"" is one of the oldest sayings in the book, but it's still applicable in business today. A few years ago, BMW and Mercedes-Benz teamed up to create a series of enterprises to increase their brand awareness and create efficiencies. The highly competitive duo that do battle with models like the BMW 3 Series and Mercedes-Benz C-Class, is now selling one of its businesses to a division of Stellantis for an undisclosed sum. If successful, the German automakers will offload a struggling car-sharing business onto Stellantis, whose brands include Jeep, Dodge, Fiat, and Alfa Romeo. The automaker has already been purchasing companies to accelerate its EV development, so buying a car-sharing business isn't entirely unheard of."
16,business,"‘The Office As We Know It Is Over,’ Says Airbnb CEO Brian Chesky","(To receive weekly emails of conversations with the world’s top CEOs and business decisionmakers, click here .) Airbnb CEO Brian Chesky recently announced that the company’s employees will be able to work from anywhere, including (for up to three months) overseas. He also abolished location -based pay, at least within the U.S. In the days following the announcement, Airbnb’s recruiting page received a million visitors. The company, which laid off a quarter of its staff during the pandemic, also released first quarter earnings that closely matched pre-pandemic levels."
17,business,Ford expected to unload part of Rivian stake: report,"Rivian Automotive shares may be poised to flood the market as the post-IPO lockup period for the electric vehicle maker expires on Sunday. Ford is reportedly one of the companies that will be selling part of its stake, according to Seeking Alpha, quoting a CNBC report. Ford plans to dump..."
18,business,"Starbucks' CEO: ""Customers Are Not Using Our Stores the Same Way""","The chain is trying to catch up to big changes in consumer preferences. Service levels aren't where they need to be, according to management. Starbucks is planning to invest heavily in areas like wages, training, and digital ordering. You’re reading a free article with opinions that may differ from The..."
19,business,JPMorgan and Goldman Sachs are monitoring how often employees are coming into the office—but experts say that approach could backfire,"Sign up for the Fortune Features email list so you don’t miss our biggest features, exclusive interviews, and investigations. You probably don’t think twice when you swipe your ID badge to get into your office in the morning, but your employer might be paying attention. JPMorgan Chase made..."
20,business,Food And Energy Inflation: Is It Getting Better Or Worse?,"Food and energy inflation has been on the radar of both Main Street and Wall Street in recent months, as the price of food and energy have been surging, pushing overall inflation to a 40-year high. For Main Street, inflation is the “new regressive taxation.”. It chips away a..."
21,business,Ford Could Be Selling Part Of Its Huge Stake In Rivian,"As you may well know by now, Ford has a pretty sizable investment in EV manufacturer Rivian. The relationship has been, to put it mildly, a bit tumultuous. The two brand's EV project was put to bed back in November, but Ford has maintained its financial stake in Rivian despite some controversy coming out of CEO RJ Scaringe's stable. Scaringe has previously said favoritism has made getting chips difficult and cites that as the reason for the brand's production woes."
22,business,"Company Says Employees Can Work From Home Full-Time, but Only if They Take a 20% Pay Cut","This article is fully-attributed in name to several publications and websites, including BBC News, Stephenson Harwood, ONS, and Law.com. Direct links to all listed and attributed sources are included."
23,business,IKEA Stores Owner Ingka To Pay Russia Staff Through August,"IKEA stores owner Ingka Group has extended the period it will pay around 12,000 staff in Russia by three months, through August, and may continue to pay workers beyond that, its retail manager said in an interview. The world's biggest furniture brand in early March said it would temporarily close..."
