,categories,headers,contents
0,business,"When inflation is high, Warren Buffett says the best thing you can do is 'be exceptionally good at something'","Inflation is taking a toll on the American economy, with everything from gas to groceries seeing a steep price increase. There is little that individuals can do to avoid inflation at the cash register, but Berkshire Hathaway CEO and legendary investor Warren Buffett says that people can make certain moves to protect against its effects."
1,business,"Apple employees say returning to the office will make company ‘younger, whiter, more male-dominated’","Some Apple employees are pushing back against the company’s plans to have employees come back to the office, saying such policies will make the tech giant ""younger, whiter, (and) more male-dominated."" The group, ""Apple Together,"" which comprises some 200 employees of the company's 165,000 in total, released an open..."
2,business,"In Arizona and Colorado, Latino voters warn Democrats over inflation","PHOENIX/COMMERCE CITY, Colo. — Ricardo Aguirre sits near his two taco trucks and laments the soaring cost of tomatoes, onions, meat and cilantro, which have doubled in price in recent months, hammering his Phoenix-based catering business. Aguirre, 43, usually votes for the Democratic Party. But with inflation hitting a..."
3,business,Kohl’s Enriches Its Rewards Benefit,"Click here to read the full article. Kohl’s Corp. has boosted its Kohl’s Rewards benefit by 50 percent in a move to lift sales and traffic.
The retailer said members of its Rewards program using the Kohl’s store card on purchases will now earn Kohl’s Rewards at a 7.5 percent rate. Previously, Kohl’s Rewards members would earn 5 percent, regardless of payment method. Kohl’s Rewards members also receive personalized deals, perks and a birthday gift.More from WWDKohl's Flagging its Fashion With New York ShowroomThe Best Dressed Celebrities at the 2022 Met GalaMet Gala 2022 Red Carpet: All the Looks
Kohl’s had been..."
4,business,Post office workers to go on strike over pay,"Post Office workers at 114 branches directly owned by the Post Office are staging a one-day strike in a dispute over pay. The 114 Crown Post Offices will close for a 24-hour period, with no cash deliveries or collections from the 11,500 sub-post offices around the UK. Members of the..."
5,business,Woman says Amazon.com fired her because she got 'long COVID' - lawsuit,"NEW YORK, May 2 (Reuters) - A former Amazon.com Inc (AMZN.O) employee sued the online retailer on Monday, saying it wrongly fired her and demanded she repay wages after she contracted ""long COVID."" Brittany Hope, 29, a former brand manager for Amazon's fashion line The Drop in Manhattan, is seeking..."
6,business,‘Tired’ Twitter CEO admits regrets during all-hands meeting: leaked audio,"Twitter CEO Parag Agrawal looked “tired” as he and other embattled executives fended off questions from upset staffers about Elon Musk’s takeover of the firm, leaked details from a companywide meeting revealed.

Workers pressed Agrawal and other top executive at the social media giant on Friday to provide answers to lingering questions about Musk’s $44 billion buyout – including the likelihood that Twitter will conduct layoffs once the deal closes.

An employee in attendance reportedly described Agrawal — who will reportedly get a $42 million payout upon completion of the deal — as appearing “tired and at times annoyed” during the meeting..."
7,business,Fed to fight inflation with fastest rate hikes in decades,"WASHINGTON (AP) — The Federal Reserve is poised this week to accelerate its most drastic steps in three decades to attack inflation by making it costlier to borrow — for a car, a home, a business deal, a credit card purchase — all of which will compound Americans’ financial strains and likely weaken the economy."
8,business,Twitter’s Board Gave Up,"You can tell a simple story about Elon Musk’s pending acquisition of Twitter Inc. that goes like this. Musk offered Twitter $54.20 per share in cash. Twitter’s board of directors consulted some bankers, who told them that the market price of Twitter’s stock was lower than $54.20, and that it would likely stay lower in the near future, due to Twitter not making all that much money. The board of directors had a fiduciary duty to maximize the stock price for those shareholders. They looked for higher bids than $54.20, but none materialized. So they had no choice but to take Musk’s $54.20."
9,business,Russia's Potanin snaps up third finance deal amid Ukraine turmoil,"LONDON, May 2 (Reuters) - Russian billionaire Vladimir Potanin's Interros group said on Monday it had bought United Card Services, part of Global Payments Inc (GPN.N), its third deal in three weeks as it snaps up financial assets from buyers exiting the Russian market. Global Payments confirmed it was exiting..."
