,categories,headers,contents
0,politics,A federal appeals court has ruled that the 14th Amendment's bar on insurrectionists holding office may be applied to current and future political candidates.,"At issue was a case challenging Madison Cawthorn's eligibility for office. What happened: A panel of three judges on the U.S. Court of Appeals for the Fourth Circuit has concluded a 1872 law did not bar future challenges to the eligibility of insurrectionists to hold office under the 14th amendment, overturning a lower court's ruling."
1,politics,Congressman Skewers Ted Cruz's Response To Texas Shooting: 'You Are Useless',"""You care about a fetus but you will let our children get slaughtered,"" Rep. Ruben Gallego tweeted at the Texas senator."
2,politics,"After archbishop denies her communion over abortion stance, Pelosi pushes back","SAN FRANCISCO (CBS SF/AP) - On Tuesday, House Speaker Nancy Pelosi pushed back against San Francisco's conservative Catholic archbishop after he decided to deny her communion over her support of abortion rights.Pelosi says she comes from a large family with many members who oppose abortion. ""I respect people's views about that. But I don't respect us foisting it onto others."" she added, ""Our archbishop has been vehemently against LGBTQ rights. In fact, he led the way in an initiative on the ballot in California.""Pelosi made her comments on MSNBC's ""Morning Joe."" In a letter last month to Pelosi, Archbishop Salvatore..."
3,politics,Kremlin Official Tells Russian Newspaper When Ukraine War Will End,One of Russian President Vladimir Putin's most trusted aides discussed when Russia will end its military campaign in Ukraine.
4,politics,Pelosi responds to archbishop denying her communion over abortion stance,House Speaker Nancy Pelosi responded Tuesday to the announcement by the Catholic archbishop of San Francisco that she can no longer receive communion because of her stance on abortion access. She noted that the Catholic church has not denied communion to lawmakers who back the death penalty — which also violates the church's Catechism.
5,politics,U.S. Sends Heavy Weapons to Ukraine After Putin Ally Threatens World War,Belarusian President Alexander Lukashenko on Monday said providing Ukraine with such weapons could result in World War III.
6,politics,Could Donald Trump's Civil War Post Disqualify Him From Running in 2024?,Commentators ask whether the former president could be banned under the 14th Amendment.
7,politics,Russia's debt default risk grows; Zelenskyy speaks to EU's Michel about more aid,"This is CNBC's live blog tracking developments on the war in Ukraine. See below for the latest updates. Ukraine said Russia's assault on the eastern part of the country is continuing, with 38 towns hit in the Luhansk and Donetsk areas on Monday, damaging civilian infrastructure. Ukraine remains at the..."
8,politics,Kremlin Already Discussing Putin's Replacement; Government 'Unhappy' With Him: Russian Media,"Russian President Vladimir Putin’s own closest allies are reportedly discussing who will replace him amid the ongoing war in Ukraine. Several of Putin’s allies have reportedly discussed a list of potential candidates to replace the Russian leader, including former President Dmitry Medvedev, who is now serving as the Security Council’s deputy chairman; Sergei Sobyanin, the mayor of Moscow; and Sergei Kirienko, Putin’s deputy chief of staff, several sources with knowledge of the discussion told Russian news website Meduza."
9,politics,"'That is not capitalism, that is abusing the market:' Sen. Ted Cruz blasts BlackRock's Larry Fink's 'woke' ESG policies","Republican Sen. Ted Cruz blasted BlackRock CEO Larry Fink for so-called ""woke"" investment decisions. Cruz suggested investment managers like Fink be barred from voting other people's stock shares ""to advance their own political interests."" ""That is not capitalism, that is abusing the market,"" Cruz, R-Texas, charged during an interview with..."
10,politics,Joe Biden pretends to leave meeting when Australian PM mentions NRA,"President Biden staged a mock walk-out of a meeting with newly elected Australian Prime Minister Anthony Albanese Tuesday when the man from Down Under recalled a trip to the US and a visit with the National Rifle Association more than three decades ago. 

During a bilateral sitdown on the sidelines of the Quad Leaders’ Summit in Tokyo, Albanese — who led the Australian Labor Party to victory in Saturday’s general election — regaled the president with a story about coming to America for five weeks as a guest of the State Department.

“You could design a theme [for the program], and mine..."
11,politics,Who is Kanamat Botashev? Russia's Highest Ranking Airforce Commander Killed,The retired Russian Air Force major general was reportedly killed on Sunday while flying an Su-25.
12,politics,Japan scrambles jets as warplanes from Russia and China approach airspace during Quad summit,"Japan says it scrambled fighter jets on Tuesday to respond to the approach of Russian and Chinese warplanes near its airspace, in what Tokyo called a “provocation” as it hosts a meeting of world leaders including Joe Biden.Addressing a virtual press conference, Japanese defence minister Nobuo Kishi said that the move by Beijing and Moscow was likely planned to coincide with Japan’s hosting of the Quad meeting with its allies the US, Australia and India. Tokyo is hosting its first ever informal gathering of Quad nations, which has seen leaders of all four nations — Fumio Kishida, Joe Biden, Anthony..."
13,politics,"“No time to ask nicely”: Protesters arrested after blocking roads over Manchin, Sinema obstruction","This article originally appeared at Common Dreams. It is licensed under a Creative Commons Attribution-Share Alike 3.0 License. Feel free to republish and share widely. Pro-democracy campaigners in West Virginia and Arizona on Monday risked arrest at sit-ins in downtown Charleston and Tucson, demanding that Democratic Sens. Joe Manchin and Kyrsten Sinema end obstruction of their party's agenda and allow the Senate to pass reproductive rights, climate action, and voting rights measures."
14,politics,Marjorie Taylor Greene Can't Figure Out Why People Are Picking On Murderous White Supremacists,"“White supremacy shouldn’t be the main target,” said Greene, who instead urged panic over the border ""invasion."""
15,politics,"Kellyanne Conway Snaps at Alyssa Farrah Griffin on ‘The View’: “You Get to Talk Here Every Day, I’m a Guest”","Kellyanne Conway had a tense reunion with her former coworker, Alyssa Farah Griffin, on Tuesday’s episode of The View. Conway, who worked as Senior Counselor to the President in the Donald Trump administration, got testy with guest host Griffin, who also worked in the White House as Director of Strategic Communications and Assistant to the President before resigning in Dec. 2020.

When Conway appeared on The View today, tensions were immediately high between herself and Griffin, whom she clashed with the minute they began speaking. As Griffin said she “admired” Conway during her “first time” in the White House, Conway quipped, “What happened..."
