,categories,headers,contents
0,sports,Kentucky Derby Winner's Jockey Has Been Suspended,"Jockey Sonny Leon shocked the world by riding ultra-longshot Rich Strike to victory in the Kentucky Derby last weekend. But while the horse isn't facing the same problems that last year's first horse across the wire did, Leon has some trouble of his own to deal with. According to USA..."
1,sports,Report: NBC Has Decided On Mike Tirico's Replacement,"NBC has reportedly decided on a replacement for Mike Tirico, who's moving to the booth this upcoming season. According to a report, NBC has picked Maria Taylor to replace Tirico as the new permanent host of Football Night in America. ESPN definitely lost a good one. Since joining NBC, Taylor..."
2,sports,Jerry Jeudy Has Reportedly Been Taken Into Custody,"The Denver Broncos received some troubling news about star wide receiver Jerry Jeudy on Thursday afternoon. According to a report from Denver Post Broncos beat writer Ryan O'Halloran, police took Jeudy into custody earlier today. The wide receiver has not been booked yet, so charges are still unknown at this point."
3,sports,Breaking: Patriots Reportedly Finalizing Quarterback Trade,"The New England Patriots' quarterback room is about to change. According to Albert Breer of Sports Illustrated, the Patriots are working on a trade involving Jarrett Stidham. So, which team is trading for Stidham? It turns out the Las Vegas Raiders are acquiring the former Auburn quarterback. Breer said this..."
4,sports,Russell Wilson's Seattle Return Revealed: NFL World Reacts,"Seahawks fans will be marking their calendars for this one. On Thursday, Pro Football Focus' Ari Meirov (via Vic Lombardi) revealed that we won't have to wait long to see Russell Wilson's return to the Pacific Northwest. He'll be back for the season opener. Per Meirov, ""Russell Wilson will return..."
5,sports,Raiders Cut Quarterback Following Thursday's Trade,"The Las Vegas Raiders' quarterback room became a bit crowded on Thursday morning. One of the team's quarterbacks is getting the boot, as a result. The Raiders acquired former Auburn quarterback Jarrett Stidham in a trade with the New England Patriots on Thursday morning. He joins a position group that already features Derek Carr, Nick Mullens and Garrett Gilbert."
6,sports,Steelers Fans Aren't Happy With The Team's Season-Opener,Stop me if you've heard this before: The Pittsburgh Steelers will start their season on the road. The Steelers will be traveling to Cincinnati to take on the Bengals on Sept. 11. This will be the eighth straight season that the Steelers will start Week 1 on the road. The...
7,sports,Arch Manning Names His Favorite College Town: Fans React,"The college football recruiting world is looking for any kind of indication where five-star quarterback Arch Manning is leaning. But he may have finally given fans a pretty significant breadcrumb. In a recent interview with On3 Recruiting, Manning called Athens, Georgia ""the best college town"" he's visited. Athens is the..."
8,sports,Cowboys Fans Not Happy With Week 1 Schedule Rumor,"As we approach the the NFL's full 2022 schedule reveal, more and more leaks are starting to hit the Twittersphere. Including, the Cowboys season opener. According to one account, Dallas is rumored to be traveling to Jacksonville to take on Trevor Lawrence and the Jags come Week 1. Cowboys Nation..."
9,sports,Kendrick Perkins 'Hopes' Doc Rivers Gets Fired For 1 Reason,"The Philadelphia 76ers' disappointing second round playoff exit has some wondering if Doc Rivers' job is in danger. ESPN's Kendrick Perkins hopes it is. On Twitter following the Sixers' season-ending 99-90 loss tonight, Perkins shared that he wants his former Boston Celtics head coach to get fired. His reasoning? Rivers..."
10,sports,Look: Things Got Heated On 'Undisputed' This Morning,"Things got messy between Skip Bayless and Shannon Sharpe during FS1's Undisputed on Thursday morning. The segment revolved around a stunning report by Bill Plaschke of the Los Angeles Times, who said he's heard Phil Jackson wants to trade LeBron James and make it work with Russell Westbrook. Jackson reportedly..."
11,sports,Odell Beckham Reveals Where He Wants To Be: Fans React,"Odell Beckham Jr. remains unsigned, but that's not because he's having trouble picking a landing spot. On Wednesday, he revealed that he knows where he wants to play next season. Beckham responded to a tweet that said, ""Then you don’t know the @RamsNFL culture. They always take proven commodities if..."
12,sports,Patriots Making Quarterback Trade: NFL World Reacts,"The New England Patriots have made quite a bit of movement in the backup quarterback department this offseason. Bill Belichick and the Pats have reportedly worked out a trade to send former fourth-round draft pick Jarrett Stidham to the Las Vegas Raiders. The deal will reportedly yield a late-round pick swap, per NFL insider Albert Breer."
13,sports,Panthers In Contact With Cam Newton: NFL World Reacts,"As of now, Cam Newton remains unsigned. However, the Carolina Panthers aren't closing the door on a potential reunion. While on PFT PM this Wednesday, Panthers general manager Scott Fitterer said ""lines of communication"" remain open between Newton and the team. “I think we’re still having thoughts,” Fitterer said, via..."
14,sports,James Harden Sends Clear Message About His Basketball Future,"James Harden isn't interested in playing for another team for the 2022-23 season. After the Philadelphia 76ers were eliminated by the Miami Heat tonight, Harden spoke to the media and confirmed that he will be in Philadelphia next season. “I’ll be here,"" Harden said. Harden agreed to opt into..."
15,sports,ESPN Predicts Where Odell Beckham Jr. Will Sign,"We're only a few weeks away from the start of NFL training camp and wide receiver Odell Beckham Jr. still hasn't signed with a team. But one ESPN analyst has a prediction for where he'll end up. In a feature for ESPN, analyst Bill Barnwell sees Beckham going to the..."
16,sports,Browns have surprising backup if Deshaun Watson is suspended,"The Cleveland Browns have to prepare for the possibility that Deshaun Watson will be suspended at some point during the 2022 season. Since they have yet to trade Baker Mayfield, some have speculated that the former first overall pick could step in if Watson is out. That apparently is not going to happen."
17,sports,Kentucky Derby winner Rich Strike won't run Preakness,"Kentucky Derby long-shot winner Rich Strike will not run in the Preakness Stakes on May 21. Owner Rick Dawson said in a statement: ""Our original plan for Rich Strike was contingent on the KY Derby, should we not run in the Derby we would point toward the Preakness, should we run in the Derby, subject to the race outcome & the condition of our horse, we would give him more recovery time & rest and run in the Belmont, or another race and stay on course to run with 5 or 6 weeks rest between races."""
18,sports,Top AEW Star Reportedly Frustrated And Leaning Toward Leaving The Company,Things can sometimes get tense in the world of professional wrestling and last month it was reported by Fightful Select that MJF got into a heated discussion with Tony Khan. It was said that the discussion left both men frustrated for different reasons with MJF being unhappy about his contract situation and the pay scale. Khan was reportedly frustrated over MJF doing an interview with Ariel Helwani without informing AEW PR.
