,categories,headers,contents
0,entertainment,"Meghan Markle Shock: Prince Harry's Wife Allegedly Thought Royal Family Needed Her Celebrity Status More Than She Needed Them, Royal Biographer Tina Brown Claims","Meghan Markle hit the ground running when she joined the royal family. However, Prince Harry's wife only served the monarchy for less than two years. The Duchess of Sussex allegedly felt that the royals needed more of her celebrity status than she needed them. Meghan Markle Allegedly Has A Desire..."
1,entertainment,"Kelly Clarkson Settled With Ex Brandon Blackstock Over Montana Ranch, But Now She's Dealing With A Very 'Hole-y' Mystery","Kelly Clarkson settled her divorce with Brandon Blackstock in March after a long and painful process, full of custody battles and lawsuits. Possibly the most highly contentious issue in the drawn-out proceedings, however, was the couple’s ranch in Montana. After months of back and forth over what to do with the property and deciding whether or not the music manager could continue to live there, the issue was settled, with Clarkson paying Blackstock a percentage of the property value. But holey moley, her troubles down on the ranch aren’t over yet, and the talk show host revealed she’s dealing with a new, and pretty disturbing, issue."
2,entertainment,Miley Cyrus Hilariously DIYs a Shirt in Response to Selena Gomez's Impression of Her on SNL,"Miley Cyrus is reminding everyone of who the heck she is!. The ""Nothing Breaks Like a Heart"" singer, 29, showed off her DIY skills on Instagram Tuesday, crafting a shirt that reads, ""Hell yeah I'm Miley Cyrus"" in bold block lettering across the front. Cyrus proudly wore her custom-made tank..."
3,entertainment,Amber Heard's 2016 Deposition 'Slip Up' Highlighted by Depp's Lawyer,"In a video, Heard was seen saying TMZ had been alerted about their divorce and her filing for a domestic violence restraining order against Depp."
4,entertainment,"Amber Heard Shock: Johnny Depp's Ex Reportedly Could End Up In Jail If Convicted Of Perjury After Admitting She Hasn't Donated Divorce Money, Lied At UK High Court","Amber Heard and Johnny Depp's legal battle continues years after their divorce. Legal experts believed she might face a perjury probe, but if charged and convicted, she could end up behind bars. Amber Heard Allegedly Committed Perjury After Lying In U.K. Court. The Aquaman star took the stand Monday, and..."
5,entertainment,Johnny Depp Laughs in Court as Amber Heard Testifies He's Not 'Accurate Historian of What Happened',"Amber Heard is testifying that Johnny Depp isn't an ""accurate historian"" when it comes to an alleged incident that occurred between them. On Tuesday — Heard's second day of being cross-examined, as the defamation trial between herself and her ex, 58, continues in Fairfax, Virginia — Depp's attorney Camille Vasquez asked the Aquaman 2 actress, 36, about the former couple's alleged fights in Australia in March 2015."
6,entertainment,'90 Day Fiancé' Couple Officially Divorces After Announcing Separation,"90 Day Fiancé stars Evelyn Cormier and David Vázquez Zermeño have officially called it quits. Five months after first announcing their separation, the former couple finalized their divorce in late April, bringing an end to their four-year marriage. Documents obtained by In Touch Weekly revealed that a..."
7,entertainment,Julia Roberts Rocks Daisy Dukes Alongside Ethan Hawke On The Set Of Their New Movie,"Julia Roberts is a Pretty Woman! The A-list actress, 54, looked phenomenal while rocking a pair of daisy dukes on May 17. She was spotted for the first time on set of her new film Leave The World Behind. Julia was all smiles as she chatted with her costar, Ethan Hawke, as the pair worked alongside one another on the Smithtown, New York set."
8,entertainment,RHONJ: Luis Ruelas Says 'Overprotective' Teresa Giudice Urged Him to Keep Quiet About 'Toxic' Past,"Luis ""Louie"" Ruelas isn't afraid to share his side of the story. During Tuesday's Real Housewives of New Jersey reunion finale, Louie opened up about the ongoing rumors about his past, which were a frequent topic of conversation throughout Season 12. Though he previously denied the allegations, Louie cleared the..."
9,entertainment,"'P-Valley' Star Tyler Lepley, Miracle Watts Announce They're Expecting Their First Child Together","The couple, who have been dating for over a year, broke the news in the most romantic way possible. Congratulations are in order for actor Tyler Lepley and Miracle Watts. In the cutest Instagram video, the actor and the Instagram personality/actress/entrepreneur announced that they’re expecting their first child together."
