,categories,headers,contents
0,entertainment,21-Year-Old Actor Reiss Jarvis Dies in Car Crash,"British actor Reiss Jarvis died after suffering ""unsurvivable"" injuries in a car crash in a village in England last year, an inquest heard on May 10. The 21-year-old Jarvis was a passenger in a Mazda 3 driven by his friend, Karl Young, 34, who also died. Jarvis starred in the 2017 BBC drama Murdered For Being Different, which was based on the 2007 murder of Sophie Lancaster."
1,entertainment,Johnny Depp Suffers Legal Setback in Amber Heard Trial,"Johnny Depp just suffered a major setback in his years-long legal battle against his ex-wife Amber Heard. The trial of Depp's $50 million lawsuit against Heard is coming to a close, and it has left both of their reputations worse off. Depp now stands to lose more than he stands to gain since Heard has successfully filed a $100 million counterclaim against Depp."
2,entertainment,TV Host and Athlete Husband Are Divorcing,"Helen Skelton and her husband Richie Myler have called it quits after eight years of marriage. Skelton, the presenter of BBC One's Countryfile program, announced her split from the rugby player on Monday, April 25, telling fans in a message shared to her Instagram Story, per Hello Magazine, ""Very sad to say Richie and I are no longer a couple. He has left the family home. We will be doing our best to co-parent our small children."""
3,entertainment,Lori Vallow’s surviving son reveals chilling response about siblings’ demise,"Doomsday-obsessed mom Lori Vallow’s surviving son has revealed that she gave him a chilling response when he pressed her on the whereabouts of his missing younger siblings.

“I asked her 100 times, ‘What’s going on?’” Colby Ryan, 26, told The US Sun about Vallow, 48, who faces murder raps along with her husband, Chad Daybell, 52, in the deaths of Tyree Ryan, 17, and 7-year-old Joshua “JJ” Vallow.

“And the only answer I ever got was, ‘Everything’s going to be revealed soon,’” Ryan told the outlet. “So I just left. It was always a question mark — you couldn’t get a straight..."
4,entertainment,"Prince Charles, Prince William Allegedly 'Sad' And 'Angry' Over Prince Harry's Attendance To Queen Elizabeth's Platinum Jubilee, Royal Correspondent Camilla Tominey Claims","Prince Charles and Prince William have enjoyed a better relationship over the years after Prince Harry left the palace. However, several sources claimed that the Duke of Sussex has a strained relationship with the members of the royal family, especially after his and his wife Meghan Markle's interview with Oprah Winfrey."
5,entertainment,"Steven Tyler Enters Rehab, Aerosmith Cancels Shows Following Relapse","Aerosmith frontman Steven Tyler voluntarily checked himself into rehab after a relapse, forcing the band to cancel the first dates of their Las Vegas residency in June and July. The band is still planning to tour this fall. Tyler, 76, has openly struggled with addiction throughout his career. ""As many..."
6,entertainment,TV Actress Chethana Raj Dies After Fat-Removal Surgery Complications,"Indian television actress Chethana Raj died last week after complications from a fat-removal surgery reportedly performed at a private clinic without a license. Raj, who appeared in the dramas Geetha, Doresani, and Olavina Nildana, was 21. Her family has already filed a complaint against the clinic and her father blamed ""negligence"" for her death."
7,entertainment,Amara La Negra Reveals First Pictures Of Her Twin Girls Sumajestad & Sualteza,"The wait is over! Singer Amara La Negra has revealed pictures of her twin girls and it was worth the wait. If you’re in the mood for cute baby photos and can risk feeling broody and perhaps a little baby fever, gather here. In an Instagram post, the Love..."
8,entertainment,Kellyanne Conway Fears Her Marriage to Anti-Trump Husband Won't Survive: 'Love Comes With Respect',"""I'm very excited to finally tell my story,"" Kellyanne Conway said Monday during an interview with PEOPLE before the release of her memoir, Here's the Deal, out now. That story begins in a small town in southern New Jersey and follows Conway to Washington D.C., where a hard-earned career as a pollster and political consultant led to historic achievement as the first woman to run a successful presidential campaign when she helped elect Donald Trump in 2016 and served in his White House as senior counselor to the president."
9,entertainment,Khloé Kardashian Says It 'Offended' Her That People Claimed She 'Had 12 Face Transplants',"Khloé Kardashian is more confused than upset by the rumors that she's ""had 12 face transplants."" The reality star, 37, makes a point of being honest about her decision to get a nose job, and says that's the only plastic surgery she's had. Which is why it initially annoyed her that people claimed she's had multiple face transplants."
10,entertainment,Actress Aisha Hinds Happily Marries Silky Valenté With A Star-Studded Wedding In Grenada!,"Actress Aisha Hinds and entrepreneur Silky Valenté are officially married! The couple tied the knot on May 21 with a beautiful wedding ceremony on the Isle of Spice. Here’s what we know about the lovely event!. According to Essence.com, the pair hosted their nuptials in St. George’s, Grenada—the..."
