,categories,headers,contents
0,science,Drug that lowers blood sugar also reduces blood vessel dysfunction caused by aging,"An FDA-approved drug to lower blood sugar in adults with type 2 diabetes also may decrease blood vessel dysfunction associated with aging, according to a new study from the University of Missouri School of Medicine. Researchers initially examined the role aging plays in human blood vessel function and stiffness. Then..."
1,science,"Famous 'alien' Wow! signal may have come from distant, sunlike star","Researchers may have pinpointed the source of a famous supposed alien broadcast discovered nearly a half century ago. The prominent and still-mysterious Wow! Signal, which briefly blared in a radio telescope the night of Aug. 15, 1977, may have come from a sun-like star located 1,800 light-years away in the constellation Sagittarius."
2,science,"8,000-Year-Old Skull Unearthed in Minnesota River Stirred Controversy Amongst Native Americans","After examinations, it was determined that a partial skull unearthed by two kayakers in Minnesota this summer was roughly 8,000 years old and would be returned to Native American officials. Shocking Discovery. According to Renville County Sheriff Scott Hable, the skull was discovered by kayakers about 110 miles (180 kilometers)..."
3,science,Computer-assisted colonoscopy identifies more precancerous polyps compared to traditional colonoscopy,"Colonoscopies performed with computer-aided detection, or artificial intelligence, (AI) saw an increase in the overall rate of detection of adenoma, or cancerous and precancerous polyps, by 27% in average-risk patients, according to new data presented today at the Digestive Disease Week Annual Meeting. The results of the prospective, randomized, multicenter..."
4,science,Scientists predict that earth's temperature will rise by 34 degrees compared to pre-industrial levels in next 5 years,"According to a recent report by the United Nations, the global temperature will see a rise in the next half a decade. According to the warning issued by the UN's World Meteorological Organization (WMO) on Tuesday, the next five years will cross the 34 degrees Fahrenheit (1.5 degrees Celcius) threshold beyond the pre-industrial levels."
5,science,"Alien Civilizations Either Self-Destruct or Transcend to 'Homeostatic Awakening,' Argues New Study","""We have no material, we have detected no emanations, within the UAP [unidentified aerial phenomena] task force that would suggest it is anything non-terrestrial in origin,"" testified Scott Bray, deputy director of naval intelligence. Bray made this claim last week during the first congressional hearing on the military's information about unidentified flying objects (UFOs) in 50 years. A skimpy June 2021 report to Congress noted that American military pilots had observed more than 140 cases of UAPs since 2004."
6,science,Want to Know What Cleopatra Smelled Like? Scientists Believe They Have Uncovered the Pharaoh's Signature Scent,"Most people are familiar with Cleopatra—she ruled as queen of ancient Egypt from 51 to 30 B.C.E and is famously linked to Julius Caesar. While much of her life's timeline is a mystery, there is one factoid about the pharaoh that scientists are close to unlocking: her favorite perfume."
7,science,Weird Looking Alligator With No Top Jaw Spotted in Florida,"A nine-foot reptile was spotted without an important part of its feeding and hunting apparatus, but seems to be doing okay."
8,science,History: Pygmy Humans on Display,"The word ""pygmy"" is a term in anthropology used to describe the phenotype of and endemic short stature of adult men less than 4'11"" tall. In the early 1900s, the Bronx Zoo exhibited an African pygmy human. This attraction drew in huge crowds while also creating all types of controversy. On September 8, 1906, the zoo placed a sign on their monkey hut that read..."
9,science,"A ""Sharkcano"" Erupted in the Solomon Islands — Here’s What That Means","First came Sharknado, the Discovery Channel classic. Then, there came sharkcano, a real-life phenomenon. NASA recently captured a photograph of a massive submarine volcano that recently erupted. Evidently, the sharkcano is home to two different species of mutant sharks, as well as other undersea creatures, that thrive in the hot acidic water. But what do the sharks do when the volcano erupts, and what does this say about them?"
10,science,Bronze-Age Funeral Pyre Found Undisturbed In Italy — With The Remains Of Almost 200 People Inside,"The funeral pyre in Salorno—Dos de la Forca in the Italian Alps is the first of its kind ever discovered and was found to contain the remains of eight generations of families. Salorno—Dos de la Forca has captivated historians for decades. The 3,000-year-old site was first discovered and identified..."
11,science,"Medication doesn't help kids with ADHD learn, study finds","For decades, most physicians, parents and teachers have believed that stimulant medications help children with attention deficit hyperactivity disorder (ADHD) learn. However, in the first study of its kind, researchers at the Center for Children and Families at FIU found medication has no detectable impact on how much children with ADHD learn in the classroom."
12,science,Excessive degradation of mitochondria is the tipping point from normal alcohol metabolism to alcoholic liver disease,"While most commonly known as ""the powerhouses of the cell"" because of their energy producing capabilities, mitochondria also play important roles in regulating the health of cells. These important structures can be damaged by alcohol consumption, which can cause them to rupture and release their DNA, proteins and lipids, collectively known as ""damage associated molecular patterns (DAMPs)."""
