,categories,headers,contents
0,politics,Mary Trump slams Susan Sarandon as a 'moron' for suggesting it's pointless to vote for the Democratic party,"Mary Trump criticized longtime activist and actress Susan Sarandon, who has become increasingly critical of the Democratic Party."
1,politics,Moment two Ukrainian fighter jets bomb Russian-occupied Snake Island," New footage shows the moment that Ukrainian Air Force Su-27 Flankers strike Russian facilities on occupied Snake Island, causing two large explosions.It’s thought they took a southern approach to the island as Russia would’ve been on a north-westerly lookout towards the Ukraine coastline, The Drive reports.A missile defence system has reportedly been destroyed in the attack, and military spokesman, Serhiy Bratschuk, claims they have also sunk a serna-type ship in the Black Sea.Russia took control of Snake Island back in March, cutting Ukraine off to vital trading.Click here to sign up to our newsletters.      Read More               Watch live as Macron leads WW2 victory day commemoration in FranceThermonuclear missiles roll through Moscow’s Red Square in Victory Day rehearsalTaliban orders women in Afghanistan to cover up head-to-toe      "
2,politics,Mark Esper on what's at stake if Donald Trump is re-elected president,"Former Secretary of Defense Mark Esper was confirmed by the United States Senate by an overwhelmingly bipartisan 90-8 vote in July 2019. He entered the Pentagon as President Donald Trump's second Secretary of Defense. A President, Esper told 60 Minutes, he came to view as a threat to American democracy."
3,politics,"Hunter Biden enlists Hollywood mega-lawyer for counsel and funding, sources say","Hunter Biden has garnered quiet support and financial backing from a high-powered Hollywood attorney while awaiting the outcome of a long-running federal investigation into his taxes and finances being conducted by the U.S. attorney in Delaware, multiple sources told CBS News. Kevin Morris, the attorney known for crafting the $550..."
4,politics,President Trump's response to Mark Esper's 60 Minutes interview,"When asked for comment on this week's interview with Mark Esper, Mr. Trump sent 60 Minutes' Norah O'Donnell a written letter attacking Esper and disputing some of the claims he had made. The letter is below. Norah, as per your request on ""Yesper."" See you soon!. Q: During a June..."
5,politics,National gun surrender launched,"A new national gun surrender will allow people to anonymously hand in weapons and ammunition including heirlooms, shotguns and antique revolvers, as well as illegal stun guns and gas-firing blank pistols bought overseas.Many such guns are held in innocence and ignorance that having them is against the law, according to the National Police Chiefs Council (NPCC) and The National Ballistics Intelligence Service (Nabis).Weapons handed in during past surrenders included old wartime service revolvers, war trophies – including grenades – and gas-operated blank-firing pistols and stun-guns – bought during trips to Europe, or online.However innocently held, such weaponry can be acquired..."
6,politics,"Transcript: House Speaker Nancy Pelosi on ""Face the Nation,"" May 8, 2022","The following is a transcript of an interview with House Speaker Nancy Pelosi that aired Sunday, May 8, 2022, on ""Face the Nation."" MARGARET BRENNAN: And we go to the top Democrat in Congress, House Speaker Nancy Pelosi who joins us this Mother's Day from San Francisco. Happy Mother's Day to you, Madam Speaker."
7,politics,Mississippi Gov.: ‘Empathetic’ towards 'ladies who find themselves in very difficult times’,"In an interview with Meet the Press, Gov. Tate Reeves (R-Miss.) says he is ""empathetic"" to women who face ""difficult decisions"" if Roe is overturned.May 8, 2022."
8,politics,Manchin says he'd pass parts of Biden's agenda. But Democrats may have to write the bill for him.,WASHINGTON — Sen. Joe Manchin says he’s still interested in passing major pieces of President Joe Biden’s agenda — but sources close to the West Virginia senator say Democrats may be making a big mistake by waiting for him to lay out precisely what he’d support.
9,politics,Russia's space agency chief claimed his nation could destroy NATO countries in 'half an hour' during a nuclear war,"Dmitry Rogozin, who leads Roscomos, has previously made provocative and sometimes outlandish claims, amid the Ukraine war."
10,politics,"Ukraine launched 'successful' counteroffensive in Kharkiv, could push to Russia's border: US think tank","Ukrainian forces are successfully launching a counteroffensive in Kharkiv and could soon push Russian troops back to Russia’s border, according to a U.S. think tank. Russian forces are retreating from the northeast Kharkiv area and notably destroyed several bridges in an effort to mitigate the ""successful Ukrainian attack,"" the Institute for the Study of War (ISW), a Washington D.C.-based group, said Saturday."
11,politics,"David Gergen on the state of our democracy: ""We can't continue on the path we're on; it's unsustainable.""","David Gergen may be a battle-tested veteran of decades spent advising presidents – Republicans and a Democrat. But Gergen, who turns 80 on Monday, doesn't hold back when asked to describe the state of democracy in 2022: ""We can't continue on the path we're on; it's unsustainable,"" he said. ""It has the sense that we're, like, in a car, at midnight, on the edge of a cliff, with rain falling, and no headlights."""
12,politics,Former Supreme Court clerks: Leak of draft Roe decision is 'unprecedented’,"Neal Katyal, former law clerk for Stephen Breyer, and Jennifer Mascott, former law clerk for Brett Kavanaugh and Clarence Thomas, talk about the impact of a leaked draft decision overturning Roe v. Wade.May 8, 2022."
13,politics,Critics Erupt After Clarence Thomas Tells Americans To Deal With It On Roe v. Wade,"Supreme Court Justice chides the public to ""live with"" it, but that doesn't seem to be the route his wife took after the election."
14,politics,Trump Indictment for Jan. 6 Merited 'Given What We Have Learned': Holder,"Former Attorney General Eric Holder said Sunday that he thinks ""there's going to be sufficient factual information"" to indict Trump."
