,categories,headers,contents
0,sports,Look: Big Penalty Likely Coming For Prominent NASCAR Team,"A big penalty is likely coming to a prominent NASCAR Cup Series team due to Monday’s race events. Denny Hamlin lost a wheel during Monday’s postponed Cup Series race at Dover, which will likely lead to a significant punishment for his team. “Hamlin has a wheel come off..."
1,sports,Look: ESPN Analyst Allegedly Refused To Appear With Sage Steele,"Longtime ESPN anchor Sage Steele is in the middle of a free speech lawsuit against her employer. After voicing her frustrations with the network’s COVID-19 vaccination policy, and briefly mentioning former president Barack Obama when discussing her racial identity, Steele was pulled from the air. Now, according to suit..."
2,sports,Look: Absurd Minor League Baseball ‘Strikeout’ Going Viral,"Midland Rockhounds baseball player Jordan Diaz wasn’t the only one left shaking his head after a called “strikeout” Monday. Following a check swing strike to bring the count to 2-2, Diaz gathered himself in anticipation of the next pitch. But, apparently the umpire felt he took too long and rang him up before another pitch could even be tossed."
3,sports,Breaking: NBA Makes Decision On Draymond Green Foul,"NBA fans were left puzzled by the Flagrant Foul 2 assessed against Golden State Warriors forward Draymond Green Sunday afternoon. However, the NBA is sticking by it. The Association announced on Monday that Green’s Flagrant 2 will not be reduced. Green was ejected for his foul on Grizzlies forward..."
4,sports,BREAKING: Rudy Gobert Addresses Massive Rumor,"On Monday, Sean O'Connell of SirusXM tweeted out a massive report about Utah Jazz stars Donovan Mitchell and Rudy Gobert. The star center Gobert sent out a tweet addressing the rumors. The Jazz lost in the first-round of the playoffs to the Dallas Mavericks."
5,sports,NFL World Reacts To Monday's Chiefs Trade,"Brett Veach and the Kansas City Chiefs aren't done re-working their defensive backfield. On Monday, the team made a trade with the Houston Texans, acquiring cornerback Lonnie Johnson in exchange for a seventh-round pick. Per Ian Rapoport, ""The Texans traded DB Lonnie Johnson Jr. to the Chiefs for a 2024..."
6,sports,Veteran NFL Running Back Cut Monday: Fans React,"A veteran NFL running back is hitting the open market on Monday morning. According to reports, the Atlanta Falcons have parted ways with veteran running back Mike Davis, who’s now set to hit free agency. Davis, 29, was informed on Monday morning that he is being released. The move..."
7,sports,Paul Finebaum Reacts To The Major Cheating Allegations,"It wouldn’t be college football without a little drama. And Pitt All-American Jordan Addison is currently at the center of it. During an appearance on Monday’s “McElroy and Cubelic in the Morning,” Paul Finebaum weighed in on the issue of tampering in the age of NIL."
8,sports,NFL Was Reportedly Mad At 1 Draft Pick On Thursday,"The NFL has been trying hard to make the NFL Draft more suspenseful (perhaps to extend the time for sponsoring reasons). But one NFL team was apparently not on board with that idea – much to the league’s displeasure. According to NFL insider Peter King, a Detroit Lions..."
9,sports,"Breaking: Chiefs, Texans Agree To Trade After NFL Draft","The Houston Texans and Kansas City Chiefs quietly agreed to a trade on Monday, two days after the conclusion of the NFL Draft. Houston has sent defensive back Lonnie Johnson Jr. to Kansas City. The Texans announced the trade with little fanfare on their team website this afternoon. According to..."
10,sports,Steelers Reportedly Sign Former Cowboys Veteran,"The Pittsburgh Steelers are reportedly bolstering their secondary by signing a former Dallas Cowboy. Former Cowboys safety Damontae Kazee has signed a deal with the Steelers. It’s a one-year contract. Kazee spent the first four years of his professional career with the Atlanta Falcons. In 2020, he spent the..."
11,sports,Jack Brewer files police report against MSNBC host Joy Reid over comments about Black children being used at DeSantis photo-op," Former NFL player Jack Brewer is asking MSNBC host Joy Reid for an apology after he filed a police report against the cable news anchor last week over comments she made that criticised a group of Black boys being pictured with Florida Gov Ron DeSantis during the signing of an anti-critical race theory bill.On 23 April, the Florida governor signed a measure, already being challenged in court over First Amendment concerns, that would regulate what teachers can discuss around racism, sexism, and issues of systemic inequality in the classroom.The bill, which Mr DeSantis aptly named “Stop W.O.K.E.” (Stop the..."
12,sports,49ers Reveal Plan For Jimmy Garoppolo: NFL World Reacts,"It doesn’t sound like the San Francisco 49ers are going to be trading Jimmy Garoppolo anytime soon. Monday night, 49ers GM John Lynch revealed that earlier this offseason, he felt like the team was close to a Garoppolo trade. However, the veteran quarterback underwent shoulder surgery, which halted any trade talks."
13,sports,Browns Released 2 Notable Players After NFL Draft,"The Cleveland Browns have made it clear over the last few days that they are overhauling their placekicking operation. On Saturday, the Browns drafted LSU kicker Cade York in the fourth round. A second-team All-SEC selection in 2021 and second-team All-American in 2020, York became the highest-drafted kicker since 2016."
14,sports,Rob Gronkowski Guarantees Return To Bucs On 1 Condition,"Rob Gronkowski guarantees he will return for the Tampa Bay Buccaneers if they can meet his demands. During NFL Draft weekend, a reporter asked Gronk if he’d play again for the Buccaneers if they signed Julian Edelman. Gronkowski responded with a resounding yes. “If Julian signs with the Bucs..."
